# Monthly mean ERA5 wind speed for PABR, lon/lat = 203.25/71.25
# Chris Waigl, cwaigl@alaska.edu, 2025-10-29 02:01:47.965522
Time,wsp10,year,month
1998-03-31,5.399,1998,3
1998-04-30,5.898,1998,4
1998-05-31,7.114,1998,5
1998-06-30,4.739,1998,6
1998-07-31,5.945,1998,7
1998-08-31,5.091,1998,8
1998-09-30,5.366,1998,9
1998-10-31,6.538,1998,10
1998-11-30,6.356,1998,11
1998-12-31,4.757,1998,12
1999-01-31,5.088,1999,1
1999-02-28,5.314,1999,2
1999-03-31,5.004,1999,3
1999-04-30,6.224,1999,4
1999-05-31,5.687,1999,5
1999-06-30,4.941,1999,6
1999-07-31,5.296,1999,7
1999-08-31,5.673,1999,8
1999-09-30,4.587,1999,9
1999-10-31,6.417,1999,10
1999-11-30,4.598,1999,11
1999-12-31,6.111,1999,12
2000-01-31,5.812,2000,1
2000-02-29,5.560,2000,2
2000-03-31,8.406,2000,3
2000-04-30,5.706,2000,4
2000-05-31,4.354,2000,5
2000-06-30,4.130,2000,6
2000-07-31,5.320,2000,7
2000-08-31,5.776,2000,8
2000-09-30,4.874,2000,9
2000-10-31,5.551,2000,10
2000-11-30,6.861,2000,11
2000-12-31,8.735,2000,12
2001-01-31,7.963,2001,1
2001-02-28,6.957,2001,2
2001-03-31,6.978,2001,3
2001-04-30,6.454,2001,4
2001-05-31,4.492,2001,5
2001-06-30,5.061,2001,6
2001-07-31,5.231,2001,7
2001-08-31,5.555,2001,8
2001-09-30,4.978,2001,9
2001-10-31,5.244,2001,10
2001-11-30,5.669,2001,11
2001-12-31,4.865,2001,12
2002-01-31,4.879,2002,1
2002-02-28,6.776,2002,2
2002-03-31,5.082,2002,3
2002-04-30,6.233,2002,4
2002-05-31,6.542,2002,5
2002-06-30,4.796,2002,6
2002-07-31,5.037,2002,7
2002-08-31,5.015,2002,8
2002-09-30,4.753,2002,9
2002-10-31,6.070,2002,10
2002-11-30,7.354,2002,11
2002-12-31,6.714,2002,12
2003-01-31,6.172,2003,1
2003-02-28,6.483,2003,2
2003-03-31,4.953,2003,3
2003-04-30,5.263,2003,4
2003-05-31,6.032,2003,5
2003-06-30,5.749,2003,6
2003-07-31,5.553,2003,7
2003-08-31,5.421,2003,8
2003-09-30,5.495,2003,9
2003-10-31,6.196,2003,10
2003-11-30,4.996,2003,11
2003-12-31,7.367,2003,12
2004-01-31,7.406,2004,1
2004-02-29,6.608,2004,2
2004-03-31,6.418,2004,3
2004-04-30,5.794,2004,4
2004-05-31,6.534,2004,5
2004-06-30,5.175,2004,6
2004-07-31,5.502,2004,7
2004-08-31,5.068,2004,8
2004-09-30,5.532,2004,9
2004-10-31,6.750,2004,10
2004-11-30,6.999,2004,11
2004-12-31,6.531,2004,12
2005-01-31,5.984,2005,1
2005-02-28,6.675,2005,2
2005-03-31,7.870,2005,3
2005-04-30,5.930,2005,4
2005-05-31,6.127,2005,5
2005-06-30,6.320,2005,6
2005-07-31,5.780,2005,7
2005-08-31,5.250,2005,8
2005-09-30,7.745,2005,9
2005-10-31,6.037,2005,10
2005-11-30,4.340,2005,11
2005-12-31,5.670,2005,12
2006-01-31,4.399,2006,1
2006-02-28,6.761,2006,2
2006-03-31,5.297,2006,3
2006-04-30,5.250,2006,4
2006-05-31,5.110,2006,5
2006-06-30,4.135,2006,6
2006-07-31,5.096,2006,7
2006-08-31,4.546,2006,8
2006-09-30,4.926,2006,9
2006-10-31,6.771,2006,10
2006-11-30,5.675,2006,11
2006-12-31,5.790,2006,12
2007-01-31,5.381,2007,1
2007-02-28,6.178,2007,2
2007-03-31,4.905,2007,3
2007-04-30,6.868,2007,4
2007-05-31,4.903,2007,5
2007-06-30,6.101,2007,6
2007-07-31,5.796,2007,7
2007-08-31,4.927,2007,8
2007-09-30,6.647,2007,9
2007-10-31,7.242,2007,10
2007-11-30,7.156,2007,11
2007-12-31,6.074,2007,12
2008-01-31,6.410,2008,1
2008-02-29,4.939,2008,2
2008-03-31,6.016,2008,3
2008-04-30,5.726,2008,4
2008-05-31,6.350,2008,5
2008-06-30,4.056,2008,6
2008-07-31,5.235,2008,7
2008-08-31,4.588,2008,8
2008-09-30,4.660,2008,9
2008-10-31,5.453,2008,10
2008-11-30,6.930,2008,11
2008-12-31,5.596,2008,12
2009-01-31,5.083,2009,1
2009-02-28,6.437,2009,2
2009-03-31,6.727,2009,3
2009-04-30,5.755,2009,4
2009-05-31,4.644,2009,5
2009-06-30,6.347,2009,6
2009-07-31,5.830,2009,7
2009-08-31,5.419,2009,8
2009-09-30,5.289,2009,9
2009-10-31,6.080,2009,10
2009-11-30,5.278,2009,11
2009-12-31,6.219,2009,12
2010-01-31,5.278,2010,1
2010-02-28,7.642,2010,2
2010-03-31,5.787,2010,3
2010-04-30,5.721,2010,4
2010-05-31,6.481,2010,5
2010-06-30,6.735,2010,6
2010-07-31,5.220,2010,7
2010-08-31,5.809,2010,8
2010-09-30,5.303,2010,9
2010-10-31,7.678,2010,10
2010-11-30,5.950,2010,11
2010-12-31,5.783,2010,12
2011-01-31,5.685,2011,1
2011-02-28,6.720,2011,2
2011-03-31,4.464,2011,3
2011-04-30,5.849,2011,4
2011-05-31,4.463,2011,5
2011-06-30,6.598,2011,6
2011-07-31,5.483,2011,7
2011-08-31,5.105,2011,8
2011-09-30,5.704,2011,9
2011-10-31,6.875,2011,10
2011-11-30,5.575,2011,11
2011-12-31,6.814,2011,12
2012-01-31,5.523,2012,1
2012-02-29,5.495,2012,2
2012-03-31,5.199,2012,3
2012-04-30,5.355,2012,4
2012-05-31,4.770,2012,5
2012-06-30,6.069,2012,6
2012-07-31,4.499,2012,7
2012-08-31,5.381,2012,8
2012-09-30,5.397,2012,9
2012-10-31,5.724,2012,10
2012-11-30,4.275,2012,11
2012-12-31,5.459,2012,12
2013-01-31,8.599,2013,1
2013-02-28,6.837,2013,2
2013-03-31,7.564,2013,3
2013-04-30,5.868,2013,4
2013-05-31,5.240,2013,5
2013-06-30,4.823,2013,6
2013-07-31,5.444,2013,7
2013-08-31,4.420,2013,8
2013-09-30,5.626,2013,9
2013-10-31,5.056,2013,10
2013-11-30,6.500,2013,11
2013-12-31,6.149,2013,12
2014-01-31,7.705,2014,1
2014-02-28,5.840,2014,2
2014-03-31,4.756,2014,3
2014-04-30,4.577,2014,4
2014-05-31,6.033,2014,5
2014-06-30,4.812,2014,6
2014-07-31,5.114,2014,7
2014-08-31,6.159,2014,8
2014-09-30,6.290,2014,9
2014-10-31,6.793,2014,10
2014-11-30,6.481,2014,11
2014-12-31,6.225,2014,12
2015-01-31,6.201,2015,1
2015-02-28,6.166,2015,2
2015-03-31,5.724,2015,3
2015-04-30,6.370,2015,4
2015-05-31,4.964,2015,5
2015-06-30,4.254,2015,6
2015-07-31,5.073,2015,7
2015-08-31,5.558,2015,8
2015-09-30,5.410,2015,9
2015-10-31,6.027,2015,10
2015-11-30,5.709,2015,11
2015-12-31,5.598,2015,12
2016-01-31,6.698,2016,1
2016-02-29,9.429,2016,2
2016-03-31,6.728,2016,3
2016-04-30,8.883,2016,4
2016-05-31,4.997,2016,5
2016-06-30,5.368,2016,6
2016-07-31,5.491,2016,7
2016-08-31,5.737,2016,8
2016-09-30,5.616,2016,9
2016-10-31,5.698,2016,10
2016-11-30,4.580,2016,11
2016-12-31,5.436,2016,12
2017-01-31,6.644,2017,1
2017-02-28,5.823,2017,2
2017-03-31,5.639,2017,3
2017-04-30,6.920,2017,4
2017-05-31,5.690,2017,5
2017-06-30,6.578,2017,6
2017-07-31,5.135,2017,7
2017-08-31,5.292,2017,8
2017-09-30,5.581,2017,9
2017-10-31,6.040,2017,10
2017-11-30,7.095,2017,11
2017-12-31,7.888,2017,12
2018-01-31,5.367,2018,1
2018-02-28,5.687,2018,2
2018-03-31,6.967,2018,3
2018-04-30,7.129,2018,4
2018-05-31,7.176,2018,5
2018-06-30,5.072,2018,6
2018-07-31,4.907,2018,7
2018-08-31,5.676,2018,8
2018-09-30,5.325,2018,9
2018-10-31,6.464,2018,10
2018-11-30,6.996,2018,11
2018-12-31,5.399,2018,12
2019-01-31,6.420,2019,1
2019-02-28,6.834,2019,2
2019-03-31,6.533,2019,3
2019-04-30,6.221,2019,4
2019-05-31,6.332,2019,5
2019-06-30,4.807,2019,6
2019-07-31,4.881,2019,7
2019-08-31,5.104,2019,8
2019-09-30,4.590,2019,9
2019-10-31,6.226,2019,10
2019-11-30,6.217,2019,11
2019-12-31,5.305,2019,12
2020-01-31,4.671,2020,1
2020-02-29,3.826,2020,2
2020-03-31,5.952,2020,3
2020-04-30,5.385,2020,4
2020-05-31,5.614,2020,5
2020-06-30,4.902,2020,6
2020-07-31,5.335,2020,7
2020-08-31,4.639,2020,8
2020-09-30,5.691,2020,9
2020-10-31,5.788,2020,10
2020-11-30,6.681,2020,11
2020-12-31,7.900,2020,12
