# Monthly total ERA5 precipitation for PABE, lon/lat = 198.25/60.75
# Chris Waigl, cwaigl@alaska.edu, 2025-10-29 02:01:44.070083
Time,tp,year,month
1988-04-30,0.040,1988,4
1988-05-31,0.079,1988,5
1988-06-30,0.055,1988,6
1988-07-31,0.025,1988,7
1988-08-31,0.100,1988,8
1988-09-30,0.057,1988,9
1988-10-31,0.027,1988,10
1988-11-30,0.026,1988,11
1988-12-31,0.069,1988,12
1989-01-31,0.029,1989,1
1989-02-28,0.050,1989,2
1989-03-31,0.030,1989,3
1989-04-30,0.053,1989,4
1989-05-31,0.091,1989,5
1989-06-30,0.068,1989,6
1989-07-31,0.063,1989,7
1989-08-31,0.146,1989,8
1989-09-30,0.128,1989,9
1989-10-31,0.073,1989,10
1989-11-30,0.041,1989,11
1989-12-31,0.039,1989,12
1990-01-31,0.051,1990,1
1990-02-28,0.046,1990,2
1990-03-31,0.045,1990,3
1990-04-30,0.024,1990,4
1990-05-31,0.060,1990,5
1990-06-30,0.045,1990,6
1990-07-31,0.045,1990,7
1990-08-31,0.091,1990,8
1990-09-30,0.113,1990,9
1990-10-31,0.069,1990,10
1990-11-30,0.088,1990,11
1990-12-31,0.091,1990,12
1991-01-31,0.033,1991,1
1991-02-28,0.029,1991,2
1991-03-31,0.105,1991,3
1991-04-30,0.030,1991,4
1991-05-31,0.058,1991,5
1991-06-30,0.047,1991,6
1991-07-31,0.041,1991,7
1991-08-31,0.048,1991,8
1991-09-30,0.095,1991,9
1991-10-31,0.059,1991,10
1991-11-30,0.038,1991,11
1991-12-31,0.058,1991,12
1992-01-31,0.016,1992,1
1992-02-29,0.021,1992,2
1992-03-31,0.029,1992,3
1992-04-30,0.011,1992,4
1992-05-31,0.047,1992,5
1992-06-30,0.071,1992,6
1992-07-31,0.038,1992,7
1992-08-31,0.103,1992,8
1992-09-30,0.085,1992,9
1992-10-31,0.048,1992,10
1992-11-30,0.089,1992,11
1992-12-31,0.091,1992,12
1993-01-31,0.096,1993,1
1993-02-28,0.036,1993,2
1993-03-31,0.025,1993,3
1993-04-30,0.024,1993,4
1993-05-31,0.050,1993,5
1993-06-30,0.061,1993,6
1993-07-31,0.046,1993,7
1993-08-31,0.132,1993,8
1993-09-30,0.174,1993,9
1993-10-31,0.058,1993,10
1993-11-30,0.092,1993,11
1993-12-31,0.044,1993,12
1994-01-31,0.033,1994,1
1994-02-28,0.015,1994,2
1994-03-31,0.054,1994,3
1994-04-30,0.048,1994,4
1994-05-31,0.057,1994,5
1994-06-30,0.070,1994,6
1994-07-31,0.097,1994,7
1994-08-31,0.108,1994,8
1994-09-30,0.069,1994,9
1994-10-31,0.053,1994,10
1994-11-30,0.134,1994,11
1994-12-31,0.056,1994,12
1995-01-31,0.031,1995,1
1995-02-28,0.033,1995,2
1995-03-31,0.007,1995,3
1995-04-30,0.040,1995,4
1995-05-31,0.065,1995,5
1995-06-30,0.070,1995,6
1995-07-31,0.049,1995,7
1995-08-31,0.086,1995,8
1995-09-30,0.113,1995,9
1995-10-31,0.039,1995,10
1995-11-30,0.004,1995,11
1995-12-31,0.021,1995,12
1996-01-31,0.020,1996,1
1996-02-29,0.100,1996,2
1996-03-31,0.040,1996,3
1996-04-30,0.015,1996,4
1996-05-31,0.034,1996,5
1996-06-30,0.058,1996,6
1996-07-31,0.096,1996,7
1996-08-31,0.086,1996,8
1996-09-30,0.048,1996,9
1996-10-31,0.021,1996,10
1996-11-30,0.068,1996,11
1996-12-31,0.025,1996,12
1997-01-31,0.038,1997,1
1997-02-28,0.032,1997,2
1997-03-31,0.007,1997,3
1997-04-30,0.036,1997,4
1997-05-31,0.041,1997,5
1997-06-30,0.039,1997,6
1997-07-31,0.041,1997,7
1997-08-31,0.090,1997,8
1997-09-30,0.085,1997,9
1997-10-31,0.004,1997,10
1997-11-30,0.070,1997,11
1997-12-31,0.030,1997,12
1998-01-31,0.046,1998,1
1998-02-28,0.009,1998,2
1998-03-31,0.042,1998,3
1998-04-30,0.053,1998,4
1998-05-31,0.147,1998,5
1998-06-30,0.050,1998,6
1998-07-31,0.099,1998,7
1998-08-31,0.093,1998,8
1998-09-30,0.093,1998,9
1998-10-31,0.070,1998,10
1998-11-30,0.056,1998,11
1998-12-31,0.014,1998,12
1999-01-31,0.036,1999,1
1999-02-28,0.008,1999,2
1999-03-31,0.012,1999,3
1999-04-30,0.055,1999,4
1999-05-31,0.023,1999,5
1999-06-30,0.083,1999,6
1999-07-31,0.088,1999,7
1999-08-31,0.052,1999,8
1999-09-30,0.085,1999,9
1999-10-31,0.018,1999,10
1999-11-30,0.039,1999,11
1999-12-31,0.024,1999,12
2000-01-31,0.064,2000,1
2000-02-29,0.038,2000,2
2000-03-31,0.027,2000,3
2000-04-30,0.014,2000,4
2000-05-31,0.024,2000,5
2000-06-30,0.043,2000,6
2000-07-31,0.094,2000,7
2000-08-31,0.113,2000,8
2000-09-30,0.072,2000,9
2000-10-31,0.034,2000,10
2000-11-30,0.065,2000,11
2000-12-31,0.055,2000,12
2001-01-31,0.039,2001,1
2001-02-28,0.034,2001,2
2001-03-31,0.031,2001,3
2001-04-30,0.082,2001,4
2001-05-31,0.023,2001,5
2001-06-30,0.032,2001,6
2001-07-31,0.080,2001,7
2001-08-31,0.126,2001,8
2001-09-30,0.032,2001,9
2001-10-31,0.077,2001,10
2001-11-30,0.007,2001,11
2001-12-31,0.023,2001,12
2002-01-31,0.064,2002,1
2002-02-28,0.040,2002,2
2002-03-31,0.025,2002,3
2002-04-30,0.039,2002,4
2002-05-31,0.061,2002,5
2002-06-30,0.053,2002,6
2002-07-31,0.046,2002,7
2002-08-31,0.044,2002,8
2002-09-30,0.095,2002,9
2002-10-31,0.078,2002,10
2002-11-30,0.042,2002,11
2002-12-31,0.039,2002,12
2003-01-31,0.024,2003,1
2003-02-28,0.067,2003,2
2003-03-31,0.020,2003,3
2003-04-30,0.056,2003,4
2003-05-31,0.065,2003,5
2003-06-30,0.048,2003,6
2003-07-31,0.066,2003,7
2003-08-31,0.095,2003,8
2003-09-30,0.018,2003,9
2003-10-31,0.057,2003,10
2003-11-30,0.130,2003,11
2003-12-31,0.036,2003,12
2004-01-31,0.012,2004,1
2004-02-29,0.037,2004,2
2004-03-31,0.028,2004,3
2004-04-30,0.037,2004,4
2004-05-31,0.074,2004,5
2004-06-30,0.067,2004,6
2004-07-31,0.053,2004,7
2004-08-31,0.052,2004,8
2004-09-30,0.073,2004,9
2004-10-31,0.086,2004,10
2004-11-30,0.072,2004,11
2004-12-31,0.060,2004,12
2005-01-31,0.036,2005,1
2005-02-28,0.042,2005,2
2005-03-31,0.024,2005,3
2005-04-30,0.015,2005,4
2005-05-31,0.045,2005,5
2005-06-30,0.062,2005,6
2005-07-31,0.035,2005,7
2005-08-31,0.073,2005,8
2005-09-30,0.122,2005,9
2005-10-31,0.062,2005,10
2005-11-30,0.036,2005,11
2005-12-31,0.055,2005,12
2006-01-31,0.008,2006,1
2006-02-28,0.057,2006,2
2006-03-31,0.057,2006,3
2006-04-30,0.051,2006,4
2006-05-31,0.055,2006,5
2006-06-30,0.059,2006,6
2006-07-31,0.035,2006,7
2006-08-31,0.071,2006,8
2006-09-30,0.084,2006,9
2006-10-31,0.126,2006,10
2006-11-30,0.035,2006,11
2006-12-31,0.026,2006,12
2007-01-31,0.044,2007,1
2007-02-28,0.015,2007,2
2007-03-31,0.010,2007,3
2007-04-30,0.037,2007,4
2007-05-31,0.043,2007,5
2007-06-30,0.062,2007,6
2007-07-31,0.083,2007,7
2007-08-31,0.069,2007,8
2007-09-30,0.152,2007,9
2007-10-31,0.048,2007,10
2007-11-30,0.050,2007,11
2007-12-31,0.046,2007,12
2008-01-31,0.066,2008,1
2008-02-29,0.024,2008,2
2008-03-31,0.047,2008,3
2008-04-30,0.037,2008,4
2008-05-31,0.048,2008,5
2008-06-30,0.043,2008,6
2008-07-31,0.074,2008,7
2008-08-31,0.029,2008,8
2008-09-30,0.068,2008,9
2008-10-31,0.033,2008,10
2008-11-30,0.025,2008,11
2008-12-31,0.060,2008,12
2009-01-31,0.053,2009,1
2009-02-28,0.070,2009,2
2009-03-31,0.042,2009,3
2009-04-30,0.062,2009,4
2009-05-31,0.024,2009,5
2009-06-30,0.037,2009,6
2009-07-31,0.079,2009,7
2009-08-31,0.068,2009,8
2009-09-30,0.039,2009,9
2009-10-31,0.075,2009,10
2009-11-30,0.035,2009,11
2009-12-31,0.037,2009,12
2010-01-31,0.015,2010,1
2010-02-28,0.023,2010,2
2010-03-31,0.012,2010,3
2010-04-30,0.052,2010,4
2010-05-31,0.034,2010,5
2010-06-30,0.060,2010,6
2010-07-31,0.089,2010,7
2010-08-31,0.125,2010,8
2010-09-30,0.068,2010,9
2010-10-31,0.045,2010,10
2010-11-30,0.062,2010,11
2010-12-31,0.031,2010,12
2011-01-31,0.039,2011,1
2011-02-28,0.059,2011,2
2011-03-31,0.010,2011,3
2011-04-30,0.048,2011,4
2011-05-31,0.044,2011,5
2011-06-30,0.038,2011,6
2011-07-31,0.074,2011,7
2011-08-31,0.105,2011,8
2011-09-30,0.044,2011,9
2011-10-31,0.051,2011,10
2011-11-30,0.072,2011,11
2011-12-31,0.068,2011,12
2012-01-31,0.015,2012,1
2012-02-29,0.044,2012,2
2012-03-31,0.030,2012,3
2012-04-30,0.016,2012,4
2012-05-31,0.037,2012,5
2012-06-30,0.062,2012,6
2012-07-31,0.106,2012,7
2012-08-31,0.084,2012,8
2012-09-30,0.121,2012,9
2012-10-31,0.063,2012,10
2012-11-30,0.033,2012,11
2012-12-31,0.051,2012,12
2013-01-31,0.062,2013,1
2013-02-28,0.039,2013,2
2013-03-31,0.044,2013,3
2013-04-30,0.003,2013,4
2013-05-31,0.014,2013,5
2013-06-30,0.041,2013,6
2013-07-31,0.059,2013,7
2013-08-31,0.110,2013,8
2013-09-30,0.075,2013,9
2013-10-31,0.144,2013,10
2013-11-30,0.073,2013,11
2013-12-31,0.055,2013,12
2014-01-31,0.056,2014,1
2014-02-28,0.033,2014,2
2014-03-31,0.024,2014,3
2014-04-30,0.026,2014,4
2014-05-31,0.018,2014,5
2014-06-30,0.054,2014,6
2014-07-31,0.048,2014,7
2014-08-31,0.072,2014,8
2014-09-30,0.055,2014,9
2014-10-31,0.055,2014,10
2014-11-30,0.050,2014,11
2014-12-31,0.065,2014,12
2015-01-31,0.021,2015,1
2015-02-28,0.033,2015,2
2015-03-31,0.029,2015,3
2015-04-30,0.044,2015,4
2015-05-31,0.086,2015,5
2015-06-30,0.026,2015,6
2015-07-31,0.060,2015,7
2015-08-31,0.082,2015,8
2015-09-30,0.101,2015,9
2015-10-31,0.034,2015,10
2015-11-30,0.079,2015,11
2015-12-31,0.059,2015,12
2016-01-31,0.030,2016,1
2016-02-29,0.017,2016,2
2016-03-31,0.029,2016,3
2016-04-30,0.028,2016,4
2016-05-31,0.062,2016,5
2016-06-30,0.064,2016,6
2016-07-31,0.071,2016,7
2016-08-31,0.094,2016,8
2016-09-30,0.083,2016,9
2016-10-31,0.036,2016,10
2016-11-30,0.011,2016,11
2016-12-31,0.031,2016,12
2017-01-31,0.041,2017,1
2017-02-28,0.032,2017,2
2017-03-31,0.004,2017,3
2017-04-30,0.027,2017,4
2017-05-31,0.052,2017,5
2017-06-30,0.057,2017,6
2017-07-31,0.078,2017,7
2017-08-31,0.087,2017,8
2017-09-30,0.067,2017,9
2017-10-31,0.132,2017,10
2017-11-30,0.061,2017,11
2017-12-31,0.058,2017,12
2018-01-31,0.014,2018,1
2018-02-28,0.065,2018,2
2018-03-31,0.043,2018,3
2018-04-30,0.064,2018,4
2018-05-31,0.086,2018,5
2018-06-30,0.083,2018,6
2018-07-31,0.064,2018,7
2018-08-31,0.133,2018,8
2018-09-30,0.057,2018,9
2018-10-31,0.091,2018,10
2018-11-30,0.051,2018,11
2018-12-31,0.045,2018,12
2019-01-31,0.051,2019,1
2019-02-28,0.083,2019,2
2019-03-31,0.064,2019,3
2019-04-30,0.020,2019,4
2019-05-31,0.087,2019,5
2019-06-30,0.042,2019,6
2019-07-31,0.056,2019,7
2019-08-31,0.069,2019,8
2019-09-30,0.154,2019,9
2019-10-31,0.089,2019,10
2019-11-30,0.117,2019,11
2019-12-31,0.034,2019,12
2020-01-31,0.016,2020,1
2020-02-29,0.052,2020,2
2020-03-31,0.055,2020,3
2020-04-30,0.069,2020,4
2020-05-31,0.050,2020,5
2020-06-30,0.079,2020,6
2020-07-31,0.046,2020,7
2020-08-31,0.070,2020,8
2020-09-30,0.070,2020,9
2020-10-31,0.051,2020,10
2020-11-30,0.084,2020,11
2020-12-31,0.046,2020,12
