# Monthly mean ERA5 wind speed for PANC, lon/lat = 210.0/61.25
# Chris Waigl, cwaigl@alaska.edu, 2025-10-29 02:01:46.850567
Time,wsp10,year,month
1999-07-31,1.636,1999,7
1999-08-31,1.639,1999,8
1999-09-30,2.252,1999,9
1999-10-31,2.460,1999,10
1999-11-30,2.311,1999,11
1999-12-31,2.496,1999,12
2000-01-31,2.385,2000,1
2000-02-29,1.839,2000,2
2000-03-31,2.140,2000,3
2000-04-30,1.550,2000,4
2000-05-31,1.596,2000,5
2000-06-30,1.457,2000,6
2000-07-31,1.709,2000,7
2000-08-31,1.692,2000,8
2000-09-30,2.365,2000,9
2000-10-31,2.346,2000,10
2000-11-30,2.244,2000,11
2000-12-31,2.617,2000,12
2001-01-31,2.751,2001,1
2001-02-28,1.993,2001,2
2001-03-31,2.703,2001,3
2001-04-30,1.715,2001,4
2001-05-31,1.864,2001,5
2001-06-30,1.712,2001,6
2001-07-31,1.330,2001,7
2001-08-31,1.696,2001,8
2001-09-30,1.812,2001,9
2001-10-31,2.273,2001,10
2001-11-30,2.037,2001,11
2001-12-31,2.494,2001,12
2002-01-31,2.555,2002,1
2002-02-28,2.659,2002,2
2002-03-31,1.898,2002,3
2002-04-30,1.844,2002,4
2002-05-31,1.799,2002,5
2002-06-30,1.483,2002,6
2002-07-31,1.615,2002,7
2002-08-31,1.606,2002,8
2002-09-30,2.015,2002,9
2002-10-31,2.547,2002,10
2002-11-30,2.311,2002,11
2002-12-31,2.031,2002,12
2003-01-31,2.367,2003,1
2003-02-28,1.726,2003,2
2003-03-31,2.833,2003,3
2003-04-30,1.775,2003,4
2003-05-31,1.769,2003,5
2003-06-30,1.540,2003,6
2003-07-31,2.021,2003,7
2003-08-31,1.797,2003,8
2003-09-30,2.266,2003,9
2003-10-31,1.890,2003,10
2003-11-30,2.347,2003,11
2003-12-31,2.245,2003,12
2004-01-31,2.548,2004,1
2004-02-29,2.191,2004,2
2004-03-31,2.419,2004,3
2004-04-30,1.999,2004,4
2004-05-31,1.517,2004,5
2004-06-30,1.689,2004,6
2004-07-31,1.641,2004,7
2004-08-31,1.449,2004,8
2004-09-30,1.997,2004,9
2004-10-31,1.878,2004,10
2004-11-30,2.720,2004,11
2004-12-31,2.780,2004,12
2005-01-31,2.178,2005,1
2005-02-28,2.156,2005,2
2005-03-31,2.188,2005,3
2005-04-30,1.667,2005,4
2005-05-31,1.578,2005,5
2005-06-30,1.593,2005,6
2005-07-31,1.546,2005,7
2005-08-31,1.582,2005,8
2005-09-30,2.142,2005,9
2005-10-31,1.999,2005,10
2005-11-30,2.402,2005,11
2005-12-31,2.284,2005,12
2006-01-31,1.868,2006,1
2006-02-28,2.375,2006,2
2006-03-31,2.096,2006,3
2006-04-30,2.085,2006,4
2006-05-31,1.875,2006,5
2006-06-30,1.694,2006,6
2006-07-31,1.572,2006,7
2006-08-31,1.889,2006,8
2006-09-30,1.741,2006,9
2006-10-31,2.294,2006,10
2006-11-30,2.725,2006,11
2006-12-31,2.735,2006,12
2007-01-31,2.188,2007,1
2007-02-28,1.720,2007,2
2007-03-31,2.990,2007,3
2007-04-30,1.861,2007,4
2007-05-31,1.729,2007,5
2007-06-30,1.720,2007,6
2007-07-31,1.389,2007,7
2007-08-31,1.401,2007,8
2007-09-30,1.778,2007,9
2007-10-31,2.105,2007,10
2007-11-30,2.609,2007,11
2007-12-31,2.806,2007,12
2008-01-31,1.836,2008,1
2008-02-29,2.563,2008,2
2008-03-31,2.231,2008,3
2008-04-30,1.909,2008,4
2008-05-31,1.993,2008,5
2008-06-30,1.800,2008,6
2008-07-31,1.607,2008,7
2008-08-31,1.452,2008,8
2008-09-30,1.926,2008,9
2008-10-31,2.173,2008,10
2008-11-30,2.405,2008,11
2008-12-31,2.172,2008,12
2009-01-31,2.292,2009,1
2009-02-28,1.874,2009,2
2009-03-31,2.444,2009,3
2009-04-30,1.737,2009,4
2009-05-31,1.742,2009,5
2009-06-30,1.713,2009,6
2009-07-31,1.828,2009,7
2009-08-31,1.620,2009,8
2009-09-30,1.870,2009,9
2009-10-31,2.346,2009,10
2009-11-30,2.622,2009,11
2009-12-31,2.030,2009,12
2010-01-31,2.388,2010,1
2010-02-28,2.459,2010,2
2010-03-31,2.491,2010,3
2010-04-30,2.144,2010,4
2010-05-31,1.751,2010,5
2010-06-30,1.662,2010,6
2010-07-31,1.606,2010,7
2010-08-31,1.474,2010,8
2010-09-30,1.991,2010,9
2010-10-31,2.185,2010,10
2010-11-30,2.954,2010,11
2010-12-31,2.344,2010,12
2011-01-31,2.260,2011,1
2011-02-28,2.794,2011,2
2011-03-31,1.979,2011,3
2011-04-30,1.869,2011,4
2011-05-31,1.912,2011,5
2011-06-30,1.761,2011,6
2011-07-31,1.699,2011,7
2011-08-31,1.782,2011,8
2011-09-30,1.982,2011,9
2011-10-31,2.040,2011,10
2011-11-30,2.969,2011,11
2011-12-31,2.714,2011,12
2012-01-31,2.297,2012,1
2012-02-29,2.623,2012,2
2012-03-31,1.778,2012,3
2012-04-30,1.354,2012,4
2012-05-31,1.761,2012,5
2012-06-30,1.596,2012,6
2012-07-31,1.611,2012,7
2012-08-31,1.721,2012,8
2012-09-30,2.761,2012,9
2012-10-31,2.312,2012,10
2012-11-30,2.594,2012,11
2012-12-31,2.983,2012,12
2013-01-31,2.587,2013,1
2013-02-28,2.509,2013,2
2013-03-31,2.294,2013,3
2013-04-30,2.028,2013,4
2013-05-31,1.674,2013,5
2013-06-30,1.717,2013,6
2013-07-31,1.699,2013,7
2013-08-31,1.879,2013,8
2013-09-30,2.413,2013,9
2013-10-31,2.240,2013,10
2013-11-30,2.276,2013,11
2013-12-31,1.877,2013,12
2014-01-31,2.407,2014,1
2014-02-28,2.235,2014,2
2014-03-31,1.851,2014,3
2014-04-30,1.633,2014,4
2014-05-31,2.091,2014,5
2014-06-30,1.865,2014,6
2014-07-31,1.755,2014,7
2014-08-31,1.795,2014,8
2014-09-30,1.964,2014,9
2014-10-31,1.820,2014,10
2014-11-30,2.207,2014,11
2014-12-31,2.347,2014,12
2015-01-31,2.135,2015,1
2015-02-28,2.371,2015,2
2015-03-31,2.320,2015,3
2015-04-30,1.977,2015,4
2015-05-31,1.694,2015,5
2015-06-30,1.853,2015,6
2015-07-31,1.594,2015,7
2015-08-31,2.246,2015,8
2015-09-30,2.027,2015,9
2015-10-31,2.042,2015,10
2015-11-30,2.433,2015,11
2015-12-31,2.408,2015,12
2016-01-31,2.705,2016,1
2016-02-29,2.834,2016,2
2016-03-31,1.875,2016,3
2016-04-30,1.831,2016,4
2016-05-31,1.858,2016,5
2016-06-30,1.884,2016,6
2016-07-31,1.790,2016,7
2016-08-31,1.812,2016,8
2016-09-30,1.950,2016,9
2016-10-31,1.935,2016,10
2016-11-30,2.354,2016,11
2016-12-31,2.286,2016,12
2017-01-31,2.111,2017,1
2017-02-28,1.888,2017,2
2017-03-31,3.331,2017,3
2017-04-30,1.492,2017,4
2017-05-31,2.082,2017,5
2017-06-30,1.782,2017,6
2017-07-31,1.712,2017,7
2017-08-31,1.813,2017,8
2017-09-30,2.065,2017,9
2017-10-31,2.233,2017,10
2017-11-30,2.228,2017,11
2017-12-31,2.417,2017,12
2018-01-31,2.994,2018,1
2018-02-28,1.701,2018,2
2018-03-31,1.870,2018,3
2018-04-30,2.138,2018,4
2018-05-31,1.887,2018,5
2018-06-30,1.782,2018,6
2018-07-31,1.644,2018,7
2018-08-31,2.168,2018,8
2018-09-30,1.647,2018,9
2018-10-31,2.404,2018,10
2018-11-30,2.152,2018,11
2018-12-31,2.417,2018,12
2019-01-31,2.299,2019,1
2019-02-28,1.625,2019,2
2019-03-31,1.998,2019,3
2019-04-30,1.835,2019,4
2019-05-31,1.634,2019,5
2019-06-30,1.644,2019,6
2019-07-31,1.668,2019,7
2019-08-31,1.897,2019,8
2019-09-30,1.748,2019,9
2019-10-31,2.448,2019,10
2019-11-30,2.234,2019,11
2019-12-31,2.632,2019,12
2020-01-31,2.149,2020,1
2020-02-29,2.622,2020,2
2020-03-31,2.169,2020,3
2020-04-30,1.681,2020,4
2020-05-31,1.751,2020,5
2020-06-30,1.765,2020,6
2020-07-31,1.577,2020,7
2020-08-31,1.683,2020,8
2020-09-30,2.105,2020,9
2020-10-31,1.972,2020,10
2020-11-30,2.648,2020,11
2020-12-31,2.442,2020,12
