# Monthly mean ERA5 wind speed for PABE, lon/lat = 198.25/60.75
# Chris Waigl, cwaigl@alaska.edu, 2025-10-31 13:49:53.605229
Time,wsp10,year,month
1990-05-31,5.771,1990,5
1990-06-30,4.917,1990,6
1990-07-31,5.431,1990,7
1990-08-31,6.686,1990,8
1990-09-30,7.233,1990,9
1990-10-31,6.231,1990,10
1990-11-30,7.554,1990,11
1990-12-31,8.676,1990,12
1991-01-31,7.780,1991,1
1991-02-28,6.631,1991,2
1991-03-31,8.421,1991,3
1991-04-30,5.405,1991,4
1991-05-31,5.392,1991,5
1991-06-30,5.280,1991,6
1991-07-31,5.136,1991,7
1991-08-31,4.459,1991,8
1991-09-30,6.386,1991,9
1991-10-31,6.848,1991,10
1991-11-30,7.074,1991,11
1991-12-31,8.818,1991,12
1992-01-31,8.942,1992,1
1992-02-29,7.988,1992,2
1992-03-31,7.475,1992,3
1992-04-30,5.926,1992,4
1992-05-31,5.830,1992,5
1992-06-30,5.338,1992,6
1992-07-31,3.763,1992,7
1992-08-31,6.344,1992,8
1992-09-30,6.128,1992,9
1992-10-31,7.021,1992,10
1992-11-30,6.798,1992,11
1992-12-31,8.080,1992,12
1993-01-31,10.930,1993,1
1993-02-28,8.358,1993,2
1993-03-31,7.744,1993,3
1993-04-30,5.800,1993,4
1993-05-31,5.471,1993,5
1993-06-30,5.103,1993,6
1993-07-31,5.453,1993,7
1993-08-31,6.268,1993,8
1993-09-30,7.256,1993,9
1993-10-31,6.377,1993,10
1993-11-30,7.396,1993,11
1993-12-31,7.035,1993,12
1994-01-31,7.871,1994,1
1994-02-28,7.512,1994,2
1994-03-31,7.040,1994,3
1994-04-30,5.557,1994,4
1994-05-31,5.158,1994,5
1994-06-30,5.184,1994,6
1994-07-31,5.414,1994,7
1994-08-31,7.353,1994,8
1994-09-30,5.773,1994,9
1994-10-31,6.372,1994,10
1994-11-30,10.161,1994,11
1994-12-31,10.095,1994,12
1995-01-31,7.972,1995,1
1995-02-28,8.607,1995,2
1995-03-31,8.544,1995,3
1995-04-30,6.198,1995,4
1995-05-31,6.217,1995,5
1995-06-30,4.537,1995,6
1995-07-31,4.898,1995,7
1995-08-31,5.138,1995,8
1995-09-30,5.988,1995,9
1995-10-31,6.225,1995,10
1995-11-30,5.889,1995,11
1995-12-31,6.510,1995,12
1996-01-31,6.293,1996,1
1996-02-29,8.458,1996,2
1996-03-31,7.414,1996,3
1996-04-30,6.632,1996,4
1996-05-31,5.918,1996,5
1996-06-30,5.837,1996,6
1996-07-31,5.795,1996,7
1996-08-31,6.755,1996,8
1996-09-30,6.211,1996,9
1996-10-31,6.289,1996,10
1996-11-30,6.585,1996,11
1996-12-31,6.229,1996,12
1997-01-31,9.040,1997,1
1997-02-28,8.561,1997,2
1997-03-31,8.727,1997,3
1997-04-30,5.963,1997,4
1997-05-31,5.995,1997,5
1997-06-30,4.503,1997,6
1997-07-31,3.975,1997,7
1997-08-31,6.573,1997,8
1997-09-30,5.462,1997,9
1997-10-31,6.527,1997,10
1997-11-30,6.492,1997,11
1997-12-31,7.835,1997,12
1998-01-31,8.522,1998,1
1998-02-28,8.287,1998,2
1998-03-31,6.912,1998,3
1998-04-30,7.670,1998,4
1998-05-31,7.174,1998,5
1998-06-30,5.971,1998,6
1998-07-31,4.510,1998,7
1998-08-31,7.696,1998,8
1998-09-30,6.791,1998,9
1998-10-31,6.376,1998,10
1998-11-30,5.135,1998,11
1998-12-31,6.662,1998,12
1999-01-31,7.718,1999,1
1999-02-28,5.470,1999,2
1999-03-31,6.661,1999,3
1999-04-30,6.869,1999,4
1999-05-31,5.128,1999,5
1999-06-30,4.295,1999,6
1999-07-31,5.693,1999,7
1999-08-31,5.411,1999,8
1999-09-30,5.950,1999,9
1999-10-31,5.286,1999,10
1999-11-30,6.984,1999,11
1999-12-31,8.880,1999,12
2000-01-31,9.520,2000,1
2000-02-29,7.988,2000,2
2000-03-31,8.168,2000,3
2000-04-30,6.002,2000,4
2000-05-31,4.690,2000,5
2000-06-30,5.090,2000,6
2000-07-31,4.789,2000,7
2000-08-31,6.572,2000,8
2000-09-30,6.602,2000,9
2000-10-31,5.824,2000,10
2000-11-30,7.541,2000,11
2000-12-31,7.925,2000,12
2001-01-31,7.409,2001,1
2001-02-28,9.990,2001,2
2001-03-31,8.673,2001,3
2001-04-30,8.684,2001,4
2001-05-31,5.418,2001,5
2001-06-30,5.129,2001,6
2001-07-31,5.261,2001,7
2001-08-31,6.025,2001,8
2001-09-30,5.350,2001,9
2001-10-31,5.993,2001,10
2001-11-30,5.974,2001,11
2001-12-31,7.217,2001,12
2002-01-31,10.134,2002,1
2002-02-28,8.880,2002,2
2002-03-31,8.511,2002,3
2002-04-30,9.444,2002,4
2002-05-31,5.950,2002,5
2002-06-30,4.636,2002,6
2002-07-31,4.973,2002,7
2002-08-31,5.020,2002,8
2002-09-30,7.025,2002,9
2002-10-31,7.129,2002,10
2002-11-30,6.465,2002,11
2002-12-31,5.632,2002,12
2003-01-31,7.862,2003,1
2003-02-28,6.490,2003,2
2003-03-31,8.043,2003,3
2003-04-30,6.945,2003,4
2003-05-31,5.536,2003,5
2003-06-30,5.371,2003,6
2003-07-31,6.156,2003,7
2003-08-31,4.917,2003,8
2003-09-30,5.410,2003,9
2003-10-31,6.221,2003,10
2003-11-30,7.059,2003,11
2003-12-31,6.167,2003,12
2004-01-31,6.833,2004,1
2004-02-29,7.800,2004,2
2004-03-31,7.491,2004,3
2004-04-30,6.397,2004,4
2004-05-31,6.166,2004,5
2004-06-30,5.289,2004,6
2004-07-31,4.727,2004,7
2004-08-31,5.465,2004,8
2004-09-30,5.616,2004,9
2004-10-31,7.464,2004,10
2004-11-30,8.234,2004,11
2004-12-31,7.722,2004,12
2005-01-31,9.669,2005,1
2005-02-28,8.426,2005,2
2005-03-31,6.682,2005,3
2005-04-30,5.838,2005,4
2005-05-31,5.237,2005,5
2005-06-30,4.767,2005,6
2005-07-31,5.053,2005,7
2005-08-31,6.201,2005,8
2005-09-30,7.842,2005,9
2005-10-31,5.646,2005,10
2005-11-30,6.863,2005,11
2005-12-31,7.265,2005,12
2006-01-31,5.423,2006,1
2006-02-28,10.085,2006,2
2006-03-31,7.516,2006,3
2006-04-30,8.166,2006,4
2006-05-31,5.972,2006,5
2006-06-30,5.904,2006,6
2006-07-31,5.637,2006,7
2006-08-31,4.917,2006,8
2006-09-30,5.067,2006,9
2006-10-31,6.877,2006,10
2006-11-30,6.618,2006,11
2006-12-31,5.727,2006,12
2007-01-31,7.478,2007,1
2007-02-28,5.964,2007,2
2007-03-31,6.848,2007,3
2007-04-30,5.855,2007,4
2007-05-31,5.013,2007,5
2007-06-30,5.170,2007,6
2007-07-31,4.348,2007,7
2007-08-31,4.988,2007,8
2007-09-30,7.116,2007,9
2007-10-31,5.647,2007,10
2007-11-30,7.265,2007,11
2007-12-31,6.604,2007,12
2008-01-31,6.724,2008,1
2008-02-29,9.967,2008,2
2008-03-31,7.843,2008,3
2008-04-30,7.368,2008,4
2008-05-31,6.238,2008,5
2008-06-30,5.120,2008,6
2008-07-31,6.366,2008,7
2008-08-31,4.053,2008,8
2008-09-30,5.075,2008,9
2008-10-31,5.172,2008,10
2008-11-30,5.952,2008,11
2008-12-31,9.144,2008,12
2009-01-31,7.711,2009,1
2009-02-28,9.235,2009,2
2009-03-31,8.256,2009,3
2009-04-30,6.961,2009,4
2009-05-31,5.796,2009,5
2009-06-30,5.911,2009,6
2009-07-31,6.276,2009,7
2009-08-31,5.741,2009,8
2009-09-30,5.118,2009,9
2009-10-31,6.582,2009,10
2009-11-30,5.796,2009,11
2009-12-31,6.657,2009,12
2010-01-31,7.483,2010,1
2010-02-28,5.943,2010,2
2010-03-31,5.808,2010,3
2010-04-30,6.384,2010,4
2010-05-31,5.249,2010,5
2010-06-30,5.954,2010,6
2010-07-31,5.542,2010,7
2010-08-31,5.619,2010,8
2010-09-30,6.389,2010,9
2010-10-31,5.240,2010,10
2010-11-30,5.213,2010,11
2010-12-31,8.083,2010,12
2011-01-31,7.818,2011,1
2011-02-28,8.090,2011,2
2011-03-31,6.499,2011,3
2011-04-30,6.234,2011,4
2011-05-31,5.839,2011,5
2011-06-30,5.679,2011,6
2011-07-31,5.668,2011,7
2011-08-31,5.861,2011,8
2011-09-30,5.453,2011,9
2011-10-31,5.674,2011,10
2011-11-30,8.237,2011,11
2011-12-31,7.791,2011,12
2012-01-31,6.609,2012,1
2012-02-29,8.004,2012,2
2012-03-31,6.720,2012,3
2012-04-30,6.030,2012,4
2012-05-31,5.574,2012,5
2012-06-30,4.999,2012,6
2012-07-31,6.158,2012,7
2012-08-31,6.853,2012,8
2012-09-30,6.436,2012,9
2012-10-31,8.236,2012,10
2012-11-30,7.295,2012,11
2012-12-31,8.577,2012,12
2013-01-31,8.440,2013,1
2013-02-28,7.474,2013,2
2013-03-31,6.462,2013,3
2013-04-30,5.875,2013,4
2013-05-31,5.560,2013,5
2013-06-30,5.146,2013,6
2013-07-31,5.267,2013,7
2013-08-31,5.541,2013,8
2013-09-30,6.369,2013,9
2013-10-31,7.795,2013,10
2013-11-30,6.814,2013,11
2013-12-31,6.390,2013,12
2014-01-31,7.367,2014,1
2014-02-28,7.195,2014,2
2014-03-31,6.082,2014,3
2014-04-30,5.533,2014,4
2014-05-31,5.664,2014,5
2014-06-30,4.929,2014,6
2014-07-31,5.460,2014,7
2014-08-31,4.478,2014,8
2014-09-30,5.956,2014,9
2014-10-31,6.779,2014,10
2014-11-30,5.861,2014,11
2014-12-31,6.464,2014,12
2015-01-31,6.325,2015,1
2015-02-28,7.465,2015,2
2015-03-31,5.540,2015,3
2015-04-30,6.119,2015,4
2015-05-31,6.090,2015,5
2015-06-30,5.123,2015,6
2015-07-31,5.047,2015,7
2015-08-31,6.185,2015,8
2015-09-30,6.133,2015,9
2015-10-31,5.900,2015,10
2015-11-30,7.614,2015,11
2015-12-31,7.688,2015,12
2016-01-31,7.966,2016,1
2016-02-29,6.665,2016,2
2016-03-31,6.788,2016,3
2016-04-30,5.913,2016,4
2016-05-31,6.609,2016,5
2016-06-30,5.382,2016,6
2016-07-31,5.511,2016,7
2016-08-31,4.976,2016,8
2016-09-30,5.822,2016,9
2016-10-31,7.932,2016,10
2016-11-30,5.718,2016,11
2016-12-31,6.585,2016,12
2017-01-31,5.997,2017,1
2017-02-28,7.276,2017,2
2017-03-31,6.142,2017,3
2017-04-30,4.730,2017,4
2017-05-31,5.168,2017,5
2017-06-30,4.939,2017,6
2017-07-31,5.385,2017,7
2017-08-31,6.129,2017,8
2017-09-30,6.364,2017,9
2017-10-31,6.628,2017,10
2017-11-30,6.627,2017,11
2017-12-31,8.373,2017,12
2018-01-31,7.404,2018,1
2018-02-28,8.532,2018,2
2018-03-31,8.059,2018,3
2018-04-30,7.633,2018,4
2018-05-31,6.683,2018,5
2018-06-30,5.234,2018,6
2018-07-31,5.590,2018,7
2018-08-31,6.023,2018,8
2018-09-30,5.477,2018,9
2018-10-31,6.365,2018,10
2018-11-30,6.053,2018,11
2018-12-31,6.221,2018,12
2019-01-31,9.593,2019,1
2019-02-28,9.941,2019,2
2019-03-31,6.814,2019,3
2019-04-30,5.907,2019,4
2019-05-31,6.657,2019,5
2019-06-30,4.695,2019,6
2019-07-31,5.118,2019,7
2019-08-31,5.715,2019,8
2019-09-30,7.369,2019,9
2019-10-31,6.734,2019,10
2019-11-30,7.213,2019,11
2019-12-31,6.679,2019,12
2020-01-31,5.847,2020,1
2020-02-29,8.893,2020,2
2020-03-31,8.375,2020,3
2020-04-30,6.966,2020,4
2020-05-31,4.838,2020,5
2020-06-30,5.404,2020,6
2020-07-31,4.691,2020,7
2020-08-31,4.779,2020,8
2020-09-30,6.537,2020,9
2020-10-31,5.683,2020,10
2020-11-30,7.732,2020,11
2020-12-31,7.718,2020,12
