# Monthly mean ERA5 wind speed for PAFA, lon/lat = 212.0/64.75
# Chris Waigl, cwaigl@alaska.edu, 2025-10-31 13:49:54.680983
Time,wsp10,year,month
1994-03-31,3.261,1994,3
1994-04-30,3.192,1994,4
1994-05-31,3.460,1994,5
1994-06-30,3.617,1994,6
1994-07-31,3.133,1994,7
1994-08-31,3.769,1994,8
1994-09-30,3.043,1994,9
1994-10-31,2.710,1994,10
1994-11-30,3.465,1994,11
1994-12-31,3.120,1994,12
1995-01-31,2.586,1995,1
1995-02-28,3.041,1995,2
1995-03-31,3.300,1995,3
1995-04-30,3.017,1995,4
1995-05-31,3.699,1995,5
1995-06-30,3.200,1995,6
1995-07-31,3.444,1995,7
1995-08-31,3.361,1995,8
1995-09-30,3.447,1995,9
1995-10-31,2.976,1995,10
1995-11-30,2.892,1995,11
1995-12-31,3.514,1995,12
1996-01-31,2.697,1996,1
1996-02-29,3.590,1996,2
1996-03-31,3.290,1996,3
1996-04-30,3.459,1996,4
1996-05-31,3.543,1996,5
1996-06-30,3.560,1996,6
1996-07-31,3.186,1996,7
1996-08-31,3.528,1996,8
1996-09-30,3.578,1996,9
1996-10-31,2.584,1996,10
1996-11-30,2.959,1996,11
1996-12-31,2.750,1996,12
1997-01-31,3.081,1997,1
1997-02-28,3.355,1997,2
1997-03-31,3.042,1997,3
1997-04-30,3.229,1997,4
1997-05-31,3.850,1997,5
1997-06-30,3.388,1997,6
1997-07-31,2.745,1997,7
1997-08-31,3.387,1997,8
1997-09-30,2.975,1997,9
1997-10-31,2.911,1997,10
1997-11-30,3.202,1997,11
1997-12-31,2.989,1997,12
1998-01-31,3.140,1998,1
1998-02-28,2.840,1998,2
1998-03-31,3.246,1998,3
1998-04-30,3.646,1998,4
1998-05-31,3.702,1998,5
1998-06-30,3.171,1998,6
1998-07-31,3.124,1998,7
1998-08-31,3.627,1998,8
1998-09-30,3.402,1998,9
1998-10-31,3.209,1998,10
1998-11-30,2.787,1998,11
1998-12-31,3.231,1998,12
1999-01-31,3.314,1999,1
1999-02-28,2.439,1999,2
1999-03-31,2.943,1999,3
1999-04-30,3.867,1999,4
1999-05-31,3.493,1999,5
1999-06-30,3.380,1999,6
1999-07-31,3.690,1999,7
1999-08-31,2.863,1999,8
1999-09-30,3.775,1999,9
1999-10-31,2.911,1999,10
1999-11-30,2.879,1999,11
1999-12-31,3.164,1999,12
2000-01-31,2.884,2000,1
2000-02-29,3.071,2000,2
2000-03-31,3.539,2000,3
2000-04-30,3.721,2000,4
2000-05-31,3.492,2000,5
2000-06-30,3.025,2000,6
2000-07-31,3.143,2000,7
2000-08-31,3.959,2000,8
2000-09-30,3.375,2000,9
2000-10-31,2.945,2000,10
2000-11-30,3.210,2000,11
2000-12-31,3.935,2000,12
2001-01-31,3.723,2001,1
2001-02-28,3.471,2001,2
2001-03-31,3.369,2001,3
2001-04-30,3.546,2001,4
2001-05-31,3.387,2001,5
2001-06-30,3.258,2001,6
2001-07-31,3.272,2001,7
2001-08-31,3.584,2001,8
2001-09-30,2.686,2001,9
2001-10-31,3.157,2001,10
2001-11-30,2.853,2001,11
2001-12-31,3.050,2001,12
2002-01-31,3.195,2002,1
2002-02-28,3.249,2002,2
2002-03-31,3.740,2002,3
2002-04-30,3.859,2002,4
2002-05-31,3.614,2002,5
2002-06-30,3.481,2002,6
2002-07-31,3.072,2002,7
2002-08-31,3.517,2002,8
2002-09-30,3.010,2002,9
2002-10-31,3.559,2002,10
2002-11-30,3.442,2002,11
2002-12-31,2.513,2002,12
2003-01-31,3.643,2003,1
2003-02-28,3.096,2003,2
2003-03-31,3.262,2003,3
2003-04-30,3.366,2003,4
2003-05-31,3.976,2003,5
2003-06-30,3.840,2003,6
2003-07-31,4.147,2003,7
2003-08-31,3.526,2003,8
2003-09-30,3.252,2003,9
2003-10-31,2.865,2003,10
2003-11-30,3.329,2003,11
2003-12-31,3.037,2003,12
2004-01-31,3.733,2004,1
2004-02-29,3.180,2004,2
2004-03-31,3.232,2004,3
2004-04-30,3.391,2004,4
2004-05-31,3.075,2004,5
2004-06-30,3.013,2004,6
2004-07-31,3.513,2004,7
2004-08-31,3.202,2004,8
2004-09-30,3.395,2004,9
2004-10-31,3.203,2004,10
2004-11-30,3.376,2004,11
2004-12-31,3.683,2004,12
2005-01-31,3.707,2005,1
2005-02-28,3.051,2005,2
2005-03-31,3.801,2005,3
2005-04-30,3.540,2005,4
2005-05-31,3.171,2005,5
2005-06-30,2.862,2005,6
2005-07-31,3.498,2005,7
2005-08-31,3.072,2005,8
2005-09-30,3.539,2005,9
2005-10-31,3.152,2005,10
2005-11-30,2.855,2005,11
2005-12-31,3.452,2005,12
2006-01-31,2.395,2006,1
2006-02-28,4.126,2006,2
2006-03-31,3.254,2006,3
2006-04-30,3.310,2006,4
2006-05-31,3.301,2006,5
2006-06-30,3.968,2006,6
2006-07-31,3.355,2006,7
2006-08-31,2.994,2006,8
2006-09-30,3.260,2006,9
2006-10-31,3.296,2006,10
2006-11-30,3.260,2006,11
2006-12-31,3.075,2006,12
2007-01-31,3.038,2007,1
2007-02-28,3.242,2007,2
2007-03-31,3.261,2007,3
2007-04-30,3.027,2007,4
2007-05-31,3.637,2007,5
2007-06-30,3.158,2007,6
2007-07-31,2.579,2007,7
2007-08-31,2.922,2007,8
2007-09-30,3.018,2007,9
2007-10-31,3.096,2007,10
2007-11-30,3.360,2007,11
2007-12-31,3.380,2007,12
2008-01-31,3.144,2008,1
2008-02-29,3.514,2008,2
2008-03-31,3.403,2008,3
2008-04-30,3.504,2008,4
2008-05-31,3.454,2008,5
2008-06-30,3.621,2008,6
2008-07-31,4.081,2008,7
2008-08-31,3.100,2008,8
2008-09-30,3.142,2008,9
2008-10-31,2.818,2008,10
2008-11-30,2.581,2008,11
2008-12-31,3.461,2008,12
2009-01-31,3.684,2009,1
2009-02-28,3.278,2009,2
2009-03-31,3.958,2009,3
2009-04-30,3.202,2009,4
2009-05-31,3.397,2009,5
2009-06-30,3.426,2009,6
2009-07-31,3.210,2009,7
2009-08-31,3.027,2009,8
2009-09-30,2.976,2009,9
2009-10-31,2.875,2009,10
2009-11-30,3.158,2009,11
2009-12-31,3.441,2009,12
2010-01-31,2.938,2010,1
2010-02-28,2.812,2010,2
2010-03-31,3.690,2010,3
2010-04-30,3.638,2010,4
2010-05-31,3.445,2010,5
2010-06-30,3.043,2010,6
2010-07-31,3.689,2010,7
2010-08-31,3.426,2010,8
2010-09-30,3.031,2010,9
2010-10-31,3.049,2010,10
2010-11-30,3.050,2010,11
2010-12-31,2.737,2010,12
2011-01-31,3.389,2011,1
2011-02-28,3.488,2011,2
2011-03-31,3.329,2011,3
2011-04-30,3.378,2011,4
2011-05-31,3.593,2011,5
2011-06-30,3.412,2011,6
2011-07-31,3.329,2011,7
2011-08-31,3.066,2011,8
2011-09-30,3.239,2011,9
2011-10-31,2.829,2011,10
2011-11-30,3.157,2011,11
2011-12-31,3.657,2011,12
2012-01-31,2.802,2012,1
2012-02-29,3.237,2012,2
2012-03-31,3.221,2012,3
2012-04-30,2.969,2012,4
2012-05-31,3.426,2012,5
2012-06-30,3.023,2012,6
2012-07-31,3.358,2012,7
2012-08-31,3.367,2012,8
2012-09-30,3.635,2012,9
2012-10-31,2.752,2012,10
2012-11-30,3.413,2012,11
2012-12-31,3.383,2012,12
2013-01-31,3.631,2013,1
2013-02-28,3.162,2013,2
2013-03-31,3.317,2013,3
2013-04-30,3.612,2013,4
2013-05-31,3.074,2013,5
2013-06-30,3.818,2013,6
2013-07-31,3.971,2013,7
2013-08-31,3.188,2013,8
2013-09-30,3.228,2013,9
2013-10-31,3.344,2013,10
2013-11-30,3.420,2013,11
2013-12-31,3.427,2013,12
2014-01-31,3.323,2014,1
2014-02-28,3.373,2014,2
2014-03-31,3.400,2014,3
2014-04-30,3.317,2014,4
2014-05-31,4.046,2014,5
2014-06-30,3.313,2014,6
2014-07-31,3.483,2014,7
2014-08-31,3.142,2014,8
2014-09-30,3.518,2014,9
2014-10-31,2.930,2014,10
2014-11-30,3.522,2014,11
2014-12-31,3.128,2014,12
2015-01-31,2.967,2015,1
2015-02-28,2.967,2015,2
2015-03-31,3.255,2015,3
2015-04-30,3.675,2015,4
2015-05-31,3.492,2015,5
2015-06-30,3.484,2015,6
2015-07-31,3.341,2015,7
2015-08-31,3.602,2015,8
2015-09-30,3.179,2015,9
2015-10-31,3.213,2015,10
2015-11-30,3.181,2015,11
2015-12-31,3.475,2015,12
2016-01-31,3.977,2016,1
2016-02-29,3.630,2016,2
2016-03-31,3.048,2016,3
2016-04-30,3.569,2016,4
2016-05-31,3.472,2016,5
2016-06-30,3.688,2016,6
2016-07-31,3.345,2016,7
2016-08-31,3.237,2016,8
2016-09-30,3.470,2016,9
2016-10-31,3.526,2016,10
2016-11-30,2.673,2016,11
2016-12-31,3.438,2016,12
2017-01-31,3.171,2017,1
2017-02-28,3.076,2017,2
2017-03-31,3.015,2017,3
2017-04-30,3.886,2017,4
2017-05-31,3.122,2017,5
2017-06-30,3.321,2017,6
2017-07-31,2.984,2017,7
2017-08-31,2.823,2017,8
2017-09-30,3.474,2017,9
2017-10-31,3.243,2017,10
2017-11-30,3.139,2017,11
2017-12-31,3.324,2017,12
2018-01-31,3.229,2018,1
2018-02-28,3.966,2018,2
2018-03-31,3.297,2018,3
2018-04-30,4.384,2018,4
2018-05-31,3.768,2018,5
2018-06-30,3.679,2018,6
2018-07-31,3.657,2018,7
2018-08-31,3.976,2018,8
2018-09-30,3.491,2018,9
2018-10-31,3.569,2018,10
2018-11-30,2.814,2018,11
2018-12-31,3.043,2018,12
2019-01-31,3.172,2019,1
2019-02-28,3.737,2019,2
2019-03-31,3.327,2019,3
2019-04-30,3.592,2019,4
2019-05-31,3.434,2019,5
2019-06-30,3.080,2019,6
2019-07-31,3.037,2019,7
2019-08-31,3.751,2019,8
2019-09-30,3.263,2019,9
2019-10-31,3.407,2019,10
2019-11-30,3.689,2019,11
2019-12-31,3.233,2019,12
2020-01-31,2.912,2020,1
2020-02-29,3.033,2020,2
2020-03-31,3.823,2020,3
2020-04-30,3.655,2020,4
2020-05-31,3.882,2020,5
2020-06-30,3.094,2020,6
2020-07-31,3.472,2020,7
2020-08-31,2.770,2020,8
2020-09-30,3.382,2020,9
2020-10-31,3.273,2020,10
2020-11-30,3.344,2020,11
2020-12-31,3.928,2020,12
