# Monthly mean ERA5 wind speed for PAFA, lon/lat = 212.0/64.75
# Chris Waigl, cwaigl@alaska.edu, 2025-10-31 20:11:07.127355
Time,wsp10,year,month
1988-10-31,2.273,1988,10
1988-11-30,2.305,1988,11
1988-12-31,2.472,1988,12
1989-01-31,1.926,1989,1
1989-02-28,2.335,1989,2
1989-03-31,2.632,1989,3
1989-04-30,1.644,1989,4
1989-05-31,2.077,1989,5
1989-06-30,2.534,1989,6
1989-07-31,2.157,1989,7
1989-08-31,2.009,1989,8
1989-09-30,2.446,1989,9
1989-10-31,2.277,1989,10
1989-11-30,2.175,1989,11
1989-12-31,2.792,1989,12
1990-01-31,2.398,1990,1
1990-02-28,1.841,1990,2
1990-03-31,2.263,1990,3
1990-04-30,2.023,1990,4
1990-05-31,1.773,1990,5
1990-06-30,2.197,1990,6
1990-07-31,1.891,1990,7
1990-08-31,2.159,1990,8
1990-09-30,2.410,1990,9
1990-10-31,2.308,1990,10
1990-11-30,2.153,1990,11
1990-12-31,2.284,1990,12
1991-01-31,2.450,1991,1
1991-02-28,2.669,1991,2
1991-03-31,2.006,1991,3
1991-04-30,1.776,1991,4
1991-05-31,1.993,1991,5
1991-06-30,2.172,1991,6
1991-07-31,1.949,1991,7
1991-08-31,2.655,1991,8
1991-09-30,2.385,1991,9
1991-10-31,2.262,1991,10
1991-11-30,2.642,1991,11
1991-12-31,2.670,1991,12
1992-01-31,2.455,1992,1
1992-02-29,1.829,1992,2
1992-03-31,2.137,1992,3
1992-04-30,2.228,1992,4
1992-05-31,2.592,1992,5
1992-06-30,2.024,1992,6
1992-07-31,1.635,1992,7
1992-08-31,2.296,1992,8
1992-09-30,2.253,1992,9
1992-10-31,2.209,1992,10
1992-11-30,2.465,1992,11
1992-12-31,2.310,1992,12
1993-01-31,2.462,1993,1
1993-02-28,2.585,1993,2
1993-03-31,2.111,1993,3
1993-04-30,2.290,1993,4
1993-05-31,2.919,1993,5
1993-06-30,1.730,1993,6
1993-07-31,2.029,1993,7
1993-08-31,2.311,1993,8
1993-09-30,2.456,1993,9
1993-10-31,2.149,1993,10
1993-11-30,2.342,1993,11
1993-12-31,2.820,1993,12
1994-01-31,3.170,1994,1
1994-02-28,2.479,1994,2
1994-03-31,2.183,1994,3
1994-04-30,2.127,1994,4
1994-05-31,2.219,1994,5
1994-06-30,2.158,1994,6
1994-07-31,1.926,1994,7
1994-08-31,2.365,1994,8
1994-09-30,2.031,1994,9
1994-10-31,1.841,1994,10
1994-11-30,2.478,1994,11
1994-12-31,2.259,1994,12
1995-01-31,2.058,1995,1
1995-02-28,2.267,1995,2
1995-03-31,2.212,1995,3
1995-04-30,1.988,1995,4
1995-05-31,2.265,1995,5
1995-06-30,2.034,1995,6
1995-07-31,2.338,1995,7
1995-08-31,2.151,1995,8
1995-09-30,2.323,1995,9
1995-10-31,2.210,1995,10
1995-11-30,2.251,1995,11
1995-12-31,2.827,1995,12
1996-01-31,2.178,1996,1
1996-02-29,2.341,1996,2
1996-03-31,2.368,1996,3
1996-04-30,2.487,1996,4
1996-05-31,2.203,1996,5
1996-06-30,2.136,1996,6
1996-07-31,2.069,1996,7
1996-08-31,2.327,1996,8
1996-09-30,2.135,1996,9
1996-10-31,1.765,1996,10
1996-11-30,2.305,1996,11
1996-12-31,2.100,1996,12
1997-01-31,2.319,1997,1
1997-02-28,2.616,1997,2
1997-03-31,2.224,1997,3
1997-04-30,2.245,1997,4
1997-05-31,2.412,1997,5
1997-06-30,2.138,1997,6
1997-07-31,1.786,1997,7
1997-08-31,2.103,1997,8
1997-09-30,1.979,1997,9
1997-10-31,2.030,1997,10
1997-11-30,2.429,1997,11
1997-12-31,2.214,1997,12
1998-01-31,2.563,1998,1
1998-02-28,2.250,1998,2
1998-03-31,2.408,1998,3
1998-04-30,2.287,1998,4
1998-05-31,2.351,1998,5
1998-06-30,2.017,1998,6
1998-07-31,1.945,1998,7
1998-08-31,2.312,1998,8
1998-09-30,2.271,1998,9
1998-10-31,2.367,1998,10
1998-11-30,2.118,1998,11
1998-12-31,2.421,1998,12
1999-01-31,2.527,1999,1
1999-02-28,1.800,1999,2
1999-03-31,2.105,1999,3
1999-04-30,2.507,1999,4
1999-05-31,2.345,1999,5
1999-06-30,2.193,1999,6
1999-07-31,2.357,1999,7
1999-08-31,1.717,1999,8
1999-09-30,2.477,1999,9
1999-10-31,2.086,1999,10
1999-11-30,2.201,1999,11
1999-12-31,2.308,1999,12
2000-01-31,2.071,2000,1
2000-02-29,2.245,2000,2
2000-03-31,2.776,2000,3
2000-04-30,2.646,2000,4
2000-05-31,2.258,2000,5
2000-06-30,1.904,2000,6
2000-07-31,1.974,2000,7
2000-08-31,2.641,2000,8
2000-09-30,2.135,2000,9
2000-10-31,2.081,2000,10
2000-11-30,2.507,2000,11
2000-12-31,3.153,2000,12
2001-01-31,2.836,2001,1
2001-02-28,2.437,2001,2
2001-03-31,2.546,2001,3
2001-04-30,2.387,2001,4
2001-05-31,2.081,2001,5
2001-06-30,2.092,2001,6
2001-07-31,2.092,2001,7
2001-08-31,2.370,2001,8
2001-09-30,1.813,2001,9
2001-10-31,2.311,2001,10
2001-11-30,2.256,2001,11
2001-12-31,2.296,2001,12
2002-01-31,2.246,2002,1
2002-02-28,2.515,2002,2
2002-03-31,2.801,2002,3
2002-04-30,2.309,2002,4
2002-05-31,2.534,2002,5
2002-06-30,2.106,2002,6
2002-07-31,2.003,2002,7
2002-08-31,2.284,2002,8
2002-09-30,1.970,2002,9
2002-10-31,2.500,2002,10
2002-11-30,2.571,2002,11
2002-12-31,1.843,2002,12
2003-01-31,2.875,2003,1
2003-02-28,2.398,2003,2
2003-03-31,2.217,2003,3
2003-04-30,2.215,2003,4
2003-05-31,2.503,2003,5
2003-06-30,2.474,2003,6
2003-07-31,2.667,2003,7
2003-08-31,2.081,2003,8
2003-09-30,2.292,2003,9
2003-10-31,1.974,2003,10
2003-11-30,2.203,2003,11
2003-12-31,2.347,2003,12
2004-01-31,2.939,2004,1
2004-02-29,2.404,2004,2
2004-03-31,2.320,2004,3
2004-04-30,2.309,2004,4
2004-05-31,1.965,2004,5
2004-06-30,1.949,2004,6
2004-07-31,2.238,2004,7
2004-08-31,2.152,2004,8
2004-09-30,2.265,2004,9
2004-10-31,2.245,2004,10
2004-11-30,2.466,2004,11
2004-12-31,2.800,2004,12
2005-01-31,2.954,2005,1
2005-02-28,2.293,2005,2
2005-03-31,2.733,2005,3
2005-04-30,2.115,2005,4
2005-05-31,1.911,2005,5
2005-06-30,1.772,2005,6
2005-07-31,2.281,2005,7
2005-08-31,1.952,2005,8
2005-09-30,2.213,2005,9
2005-10-31,2.327,2005,10
2005-11-30,2.124,2005,11
2005-12-31,2.655,2005,12
2006-01-31,1.872,2006,1
2006-02-28,2.956,2006,2
2006-03-31,2.544,2006,3
2006-04-30,2.171,2006,4
2006-05-31,2.159,2006,5
2006-06-30,2.720,2006,6
2006-07-31,2.262,2006,7
2006-08-31,2.047,2006,8
2006-09-30,2.198,2006,9
2006-10-31,2.282,2006,10
2006-11-30,2.435,2006,11
2006-12-31,2.168,2006,12
2007-01-31,2.281,2007,1
2007-02-28,2.529,2007,2
2007-03-31,2.240,2007,3
2007-04-30,1.868,2007,4
2007-05-31,2.342,2007,5
2007-06-30,1.899,2007,6
2007-07-31,1.633,2007,7
2007-08-31,1.741,2007,8
2007-09-30,2.135,2007,9
2007-10-31,2.171,2007,10
2007-11-30,2.432,2007,11
2007-12-31,2.605,2007,12
2008-01-31,2.259,2008,1
2008-02-29,2.654,2008,2
2008-03-31,2.573,2008,3
2008-04-30,2.096,2008,4
2008-05-31,2.110,2008,5
2008-06-30,2.359,2008,6
2008-07-31,2.799,2008,7
2008-08-31,2.153,2008,8
2008-09-30,2.186,2008,9
2008-10-31,1.836,2008,10
2008-11-30,1.905,2008,11
2008-12-31,2.608,2008,12
2009-01-31,2.811,2009,1
2009-02-28,2.249,2009,2
2009-03-31,2.935,2009,3
2009-04-30,1.970,2009,4
2009-05-31,2.180,2009,5
2009-06-30,2.254,2009,6
2009-07-31,2.027,2009,7
2009-08-31,1.921,2009,8
2009-09-30,2.046,2009,9
2009-10-31,2.193,2009,10
2009-11-30,2.287,2009,11
2009-12-31,2.660,2009,12
2010-01-31,2.308,2010,1
2010-02-28,2.171,2010,2
2010-03-31,2.606,2010,3
2010-04-30,2.314,2010,4
2010-05-31,2.061,2010,5
2010-06-30,1.992,2010,6
2010-07-31,2.443,2010,7
2010-08-31,2.243,2010,8
2010-09-30,2.176,2010,9
2010-10-31,2.207,2010,10
2010-11-30,2.063,2010,11
2010-12-31,1.988,2010,12
2011-01-31,2.568,2011,1
2011-02-28,2.364,2011,2
2011-03-31,2.591,2011,3
2011-04-30,2.294,2011,4
2011-05-31,2.194,2011,5
2011-06-30,2.327,2011,6
2011-07-31,2.109,2011,7
2011-08-31,1.920,2011,8
2011-09-30,2.154,2011,9
2011-10-31,1.959,2011,10
2011-11-30,2.183,2011,11
2011-12-31,2.505,2011,12
2012-01-31,2.108,2012,1
2012-02-29,2.520,2012,2
2012-03-31,2.317,2012,3
2012-04-30,1.916,2012,4
2012-05-31,2.170,2012,5
2012-06-30,1.866,2012,6
2012-07-31,2.055,2012,7
2012-08-31,2.046,2012,8
2012-09-30,2.377,2012,9
2012-10-31,1.934,2012,10
2012-11-30,2.739,2012,11
2012-12-31,2.542,2012,12
2013-01-31,2.756,2013,1
2013-02-28,2.312,2013,2
2013-03-31,2.287,2013,3
2013-04-30,2.480,2013,4
2013-05-31,1.926,2013,5
2013-06-30,2.501,2013,6
2013-07-31,2.553,2013,7
2013-08-31,1.906,2013,8
2013-09-30,2.101,2013,9
2013-10-31,2.245,2013,10
2013-11-30,2.410,2013,11
2013-12-31,2.657,2013,12
2014-01-31,2.541,2014,1
2014-02-28,2.569,2014,2
2014-03-31,2.537,2014,3
2014-04-30,2.114,2014,4
2014-05-31,2.300,2014,5
2014-06-30,2.008,2014,6
2014-07-31,2.200,2014,7
2014-08-31,1.998,2014,8
2014-09-30,2.390,2014,9
2014-10-31,2.039,2014,10
2014-11-30,2.768,2014,11
2014-12-31,2.445,2014,12
2015-01-31,2.303,2015,1
2015-02-28,2.222,2015,2
2015-03-31,2.203,2015,3
2015-04-30,2.332,2015,4
2015-05-31,2.140,2015,5
2015-06-30,2.292,2015,6
2015-07-31,2.246,2015,7
2015-08-31,2.333,2015,8
2015-09-30,2.083,2015,9
2015-10-31,2.496,2015,10
2015-11-30,2.148,2015,11
2015-12-31,2.656,2015,12
2016-01-31,3.026,2016,1
2016-02-29,2.837,2016,2
2016-03-31,2.173,2016,3
2016-04-30,2.315,2016,4
2016-05-31,2.319,2016,5
2016-06-30,2.328,2016,6
2016-07-31,2.305,2016,7
2016-08-31,2.176,2016,8
2016-09-30,2.263,2016,9
2016-10-31,2.672,2016,10
2016-11-30,1.982,2016,11
2016-12-31,2.657,2016,12
2017-01-31,2.165,2017,1
2017-02-28,2.184,2017,2
2017-03-31,2.042,2017,3
2017-04-30,2.862,2017,4
2017-05-31,2.045,2017,5
2017-06-30,2.240,2017,6
2017-07-31,1.863,2017,7
2017-08-31,1.797,2017,8
2017-09-30,2.219,2017,9
2017-10-31,2.118,2017,10
2017-11-30,2.292,2017,11
2017-12-31,2.390,2017,12
2018-01-31,2.404,2018,1
2018-02-28,2.755,2018,2
2018-03-31,2.229,2018,3
2018-04-30,3.107,2018,4
2018-05-31,2.212,2018,5
2018-06-30,2.022,2018,6
2018-07-31,2.373,2018,7
2018-08-31,2.368,2018,8
2018-09-30,2.400,2018,9
2018-10-31,2.465,2018,10
2018-11-30,2.209,2018,11
2018-12-31,2.254,2018,12
2019-01-31,2.504,2019,1
2019-02-28,2.429,2019,2
2019-03-31,2.263,2019,3
2019-04-30,2.286,2019,4
2019-05-31,2.025,2019,5
2019-06-30,1.831,2019,6
2019-07-31,1.923,2019,7
2019-08-31,2.333,2019,8
2019-09-30,2.060,2019,9
2019-10-31,2.288,2019,10
2019-11-30,2.782,2019,11
2019-12-31,2.579,2019,12
2020-01-31,2.186,2020,1
2020-02-29,2.201,2020,2
2020-03-31,2.761,2020,3
2020-04-30,2.266,2020,4
2020-05-31,2.592,2020,5
2020-06-30,1.878,2020,6
2020-07-31,2.010,2020,7
2020-08-31,1.741,2020,8
2020-09-30,2.231,2020,9
2020-10-31,2.320,2020,10
2020-11-30,2.420,2020,11
2020-12-31,2.921,2020,12
