# Monthly mean ERA5 wind speed for PABE, lon/lat = 198.25/60.75
# Chris Waigl, cwaigl@alaska.edu, 2025-10-31 20:11:05.139754
Time,wsp10,year,month
1988-09-30,3.577,1988,9
1988-10-31,4.104,1988,10
1988-11-30,4.380,1988,11
1988-12-31,6.330,1988,12
1989-01-31,6.572,1989,1
1989-02-28,6.846,1989,2
1989-03-31,3.857,1989,3
1989-04-30,4.732,1989,4
1989-05-31,4.316,1989,5
1989-06-30,3.445,1989,6
1989-07-31,3.703,1989,7
1989-08-31,3.709,1989,8
1989-09-30,4.247,1989,9
1989-10-31,4.759,1989,10
1989-11-30,4.906,1989,11
1989-12-31,5.447,1989,12
1990-01-31,6.322,1990,1
1990-02-28,5.798,1990,2
1990-03-31,5.249,1990,3
1990-04-30,3.744,1990,4
1990-05-31,3.912,1990,5
1990-06-30,3.251,1990,6
1990-07-31,3.376,1990,7
1990-08-31,4.428,1990,8
1990-09-30,4.896,1990,9
1990-10-31,4.236,1990,10
1990-11-30,5.047,1990,11
1990-12-31,6.123,1990,12
1991-01-31,5.875,1991,1
1991-02-28,4.857,1991,2
1991-03-31,5.442,1991,3
1991-04-30,3.656,1991,4
1991-05-31,3.593,1991,5
1991-06-30,3.747,1991,6
1991-07-31,3.557,1991,7
1991-08-31,2.920,1991,8
1991-09-30,4.341,1991,9
1991-10-31,4.830,1991,10
1991-11-30,5.659,1991,11
1991-12-31,6.432,1991,12
1992-01-31,6.965,1992,1
1992-02-29,5.756,1992,2
1992-03-31,5.380,1992,3
1992-04-30,4.476,1992,4
1992-05-31,4.150,1992,5
1992-06-30,3.437,1992,6
1992-07-31,2.326,1992,7
1992-08-31,4.178,1992,8
1992-09-30,4.300,1992,9
1992-10-31,5.094,1992,10
1992-11-30,4.932,1992,11
1992-12-31,5.505,1992,12
1993-01-31,7.990,1993,1
1993-02-28,6.228,1993,2
1993-03-31,5.728,1993,3
1993-04-30,3.852,1993,4
1993-05-31,3.747,1993,5
1993-06-30,3.514,1993,6
1993-07-31,3.582,1993,7
1993-08-31,4.511,1993,8
1993-09-30,4.981,1993,9
1993-10-31,4.252,1993,10
1993-11-30,5.371,1993,11
1993-12-31,5.112,1993,12
1994-01-31,5.804,1994,1
1994-02-28,5.882,1994,2
1994-03-31,5.029,1994,3
1994-04-30,3.683,1994,4
1994-05-31,3.082,1994,5
1994-06-30,3.390,1994,6
1994-07-31,3.594,1994,7
1994-08-31,5.351,1994,8
1994-09-30,3.831,1994,9
1994-10-31,4.302,1994,10
1994-11-30,6.627,1994,11
1994-12-31,7.718,1994,12
1995-01-31,6.006,1995,1
1995-02-28,6.834,1995,2
1995-03-31,6.349,1995,3
1995-04-30,4.337,1995,4
1995-05-31,3.895,1995,5
1995-06-30,3.194,1995,6
1995-07-31,3.256,1995,7
1995-08-31,3.397,1995,8
1995-09-30,3.926,1995,9
1995-10-31,4.367,1995,10
1995-11-30,4.597,1995,11
1995-12-31,5.063,1995,12
1996-01-31,4.760,1996,1
1996-02-29,6.310,1996,2
1996-03-31,5.578,1996,3
1996-04-30,5.035,1996,4
1996-05-31,4.113,1996,5
1996-06-30,4.168,1996,6
1996-07-31,3.872,1996,7
1996-08-31,4.532,1996,8
1996-09-30,3.986,1996,9
1996-10-31,4.556,1996,10
1996-11-30,4.890,1996,11
1996-12-31,4.677,1996,12
1997-01-31,6.983,1997,1
1997-02-28,6.602,1997,2
1997-03-31,7.047,1997,3
1997-04-30,4.280,1997,4
1997-05-31,4.057,1997,5
1997-06-30,3.073,1997,6
1997-07-31,2.855,1997,7
1997-08-31,4.405,1997,8
1997-09-30,3.740,1997,9
1997-10-31,4.455,1997,10
1997-11-30,4.668,1997,11
1997-12-31,5.690,1997,12
1998-01-31,6.701,1998,1
1998-02-28,6.605,1998,2
1998-03-31,5.258,1998,3
1998-04-30,5.225,1998,4
1998-05-31,4.670,1998,5
1998-06-30,3.894,1998,6
1998-07-31,2.925,1998,7
1998-08-31,5.337,1998,8
1998-09-30,4.624,1998,9
1998-10-31,4.307,1998,10
1998-11-30,3.593,1998,11
1998-12-31,4.792,1998,12
1999-01-31,5.612,1999,1
1999-02-28,3.702,1999,2
1999-03-31,4.735,1999,3
1999-04-30,4.650,1999,4
1999-05-31,3.514,1999,5
1999-06-30,2.883,1999,6
1999-07-31,3.973,1999,7
1999-08-31,3.650,1999,8
1999-09-30,4.127,1999,9
1999-10-31,3.544,1999,10
1999-11-30,5.329,1999,11
1999-12-31,6.332,1999,12
2000-01-31,6.969,2000,1
2000-02-29,5.792,2000,2
2000-03-31,5.908,2000,3
2000-04-30,4.250,2000,4
2000-05-31,3.327,2000,5
2000-06-30,3.141,2000,6
2000-07-31,3.318,2000,7
2000-08-31,4.712,2000,8
2000-09-30,4.292,2000,9
2000-10-31,3.866,2000,10
2000-11-30,5.734,2000,11
2000-12-31,5.987,2000,12
2001-01-31,5.523,2001,1
2001-02-28,6.732,2001,2
2001-03-31,6.617,2001,3
2001-04-30,6.026,2001,4
2001-05-31,3.866,2001,5
2001-06-30,3.696,2001,6
2001-07-31,3.841,2001,7
2001-08-31,3.868,2001,8
2001-09-30,3.604,2001,9
2001-10-31,4.198,2001,10
2001-11-30,4.489,2001,11
2001-12-31,5.289,2001,12
2002-01-31,7.220,2002,1
2002-02-28,6.514,2002,2
2002-03-31,6.152,2002,3
2002-04-30,6.827,2002,4
2002-05-31,3.903,2002,5
2002-06-30,3.118,2002,6
2002-07-31,3.427,2002,7
2002-08-31,3.454,2002,8
2002-09-30,4.754,2002,9
2002-10-31,4.998,2002,10
2002-11-30,4.708,2002,11
2002-12-31,4.144,2002,12
2003-01-31,6.124,2003,1
2003-02-28,4.890,2003,2
2003-03-31,5.941,2003,3
2003-04-30,4.757,2003,4
2003-05-31,3.647,2003,5
2003-06-30,3.480,2003,6
2003-07-31,4.212,2003,7
2003-08-31,3.332,2003,8
2003-09-30,3.893,2003,9
2003-10-31,4.268,2003,10
2003-11-30,4.784,2003,11
2003-12-31,4.621,2003,12
2004-01-31,5.396,2004,1
2004-02-29,5.726,2004,2
2004-03-31,5.319,2004,3
2004-04-30,4.243,2004,4
2004-05-31,3.992,2004,5
2004-06-30,3.383,2004,6
2004-07-31,3.113,2004,7
2004-08-31,3.602,2004,8
2004-09-30,3.617,2004,9
2004-10-31,5.144,2004,10
2004-11-30,5.558,2004,11
2004-12-31,5.199,2004,12
2005-01-31,7.381,2005,1
2005-02-28,5.701,2005,2
2005-03-31,4.969,2005,3
2005-04-30,4.118,2005,4
2005-05-31,3.507,2005,5
2005-06-30,3.223,2005,6
2005-07-31,3.403,2005,7
2005-08-31,4.298,2005,8
2005-09-30,5.548,2005,9
2005-10-31,3.959,2005,10
2005-11-30,5.350,2005,11
2005-12-31,5.499,2005,12
2006-01-31,4.412,2006,1
2006-02-28,6.935,2006,2
2006-03-31,5.537,2006,3
2006-04-30,6.173,2006,4
2006-05-31,4.146,2006,5
2006-06-30,4.113,2006,6
2006-07-31,3.976,2006,7
2006-08-31,3.480,2006,8
2006-09-30,3.497,2006,9
2006-10-31,4.717,2006,10
2006-11-30,4.916,2006,11
2006-12-31,4.026,2006,12
2007-01-31,4.938,2007,1
2007-02-28,4.328,2007,2
2007-03-31,4.921,2007,3
2007-04-30,3.873,2007,4
2007-05-31,3.358,2007,5
2007-06-30,3.498,2007,6
2007-07-31,3.145,2007,7
2007-08-31,3.520,2007,8
2007-09-30,5.083,2007,9
2007-10-31,3.710,2007,10
2007-11-30,5.130,2007,11
2007-12-31,4.787,2007,12
2008-01-31,4.822,2008,1
2008-02-29,7.920,2008,2
2008-03-31,5.741,2008,3
2008-04-30,5.193,2008,4
2008-05-31,4.080,2008,5
2008-06-30,3.367,2008,6
2008-07-31,4.486,2008,7
2008-08-31,2.830,2008,8
2008-09-30,3.224,2008,9
2008-10-31,3.585,2008,10
2008-11-30,4.321,2008,11
2008-12-31,6.588,2008,12
2009-01-31,5.526,2009,1
2009-02-28,5.916,2009,2
2009-03-31,5.643,2009,3
2009-04-30,5.071,2009,4
2009-05-31,4.174,2009,5
2009-06-30,4.157,2009,6
2009-07-31,3.847,2009,7
2009-08-31,3.902,2009,8
2009-09-30,3.459,2009,9
2009-10-31,4.911,2009,10
2009-11-30,4.272,2009,11
2009-12-31,4.883,2009,12
2010-01-31,6.240,2010,1
2010-02-28,4.484,2010,2
2010-03-31,4.164,2010,3
2010-04-30,4.553,2010,4
2010-05-31,3.263,2010,5
2010-06-30,4.112,2010,6
2010-07-31,3.572,2010,7
2010-08-31,3.791,2010,8
2010-09-30,4.502,2010,9
2010-10-31,3.559,2010,10
2010-11-30,3.804,2010,11
2010-12-31,6.296,2010,12
2011-01-31,5.613,2011,1
2011-02-28,5.544,2011,2
2011-03-31,4.922,2011,3
2011-04-30,4.452,2011,4
2011-05-31,3.819,2011,5
2011-06-30,3.688,2011,6
2011-07-31,3.853,2011,7
2011-08-31,3.972,2011,8
2011-09-30,3.696,2011,9
2011-10-31,3.828,2011,10
2011-11-30,5.616,2011,11
2011-12-31,5.412,2011,12
2012-01-31,5.161,2012,1
2012-02-29,5.349,2012,2
2012-03-31,4.808,2012,3
2012-04-30,4.125,2012,4
2012-05-31,3.800,2012,5
2012-06-30,3.552,2012,6
2012-07-31,4.328,2012,7
2012-08-31,4.630,2012,8
2012-09-30,4.467,2012,9
2012-10-31,6.227,2012,10
2012-11-30,5.848,2012,11
2012-12-31,5.852,2012,12
2013-01-31,6.440,2013,1
2013-02-28,5.042,2013,2
2013-03-31,4.653,2013,3
2013-04-30,4.181,2013,4
2013-05-31,3.938,2013,5
2013-06-30,3.477,2013,6
2013-07-31,3.694,2013,7
2013-08-31,3.649,2013,8
2013-09-30,4.204,2013,9
2013-10-31,5.490,2013,10
2013-11-30,4.400,2013,11
2013-12-31,4.807,2013,12
2014-01-31,5.308,2014,1
2014-02-28,5.387,2014,2
2014-03-31,4.655,2014,3
2014-04-30,3.658,2014,4
2014-05-31,4.157,2014,5
2014-06-30,3.475,2014,6
2014-07-31,3.471,2014,7
2014-08-31,3.048,2014,8
2014-09-30,4.222,2014,9
2014-10-31,4.694,2014,10
2014-11-30,4.391,2014,11
2014-12-31,4.834,2014,12
2015-01-31,4.883,2015,1
2015-02-28,5.856,2015,2
2015-03-31,3.851,2015,3
2015-04-30,4.089,2015,4
2015-05-31,3.835,2015,5
2015-06-30,3.486,2015,6
2015-07-31,3.106,2015,7
2015-08-31,4.104,2015,8
2015-09-30,4.079,2015,9
2015-10-31,4.235,2015,10
2015-11-30,5.408,2015,11
2015-12-31,5.653,2015,12
2016-01-31,5.976,2016,1
2016-02-29,4.909,2016,2
2016-03-31,5.226,2016,3
2016-04-30,3.450,2016,4
2016-05-31,4.119,2016,5
2016-06-30,3.522,2016,6
2016-07-31,3.940,2016,7
2016-08-31,3.102,2016,8
2016-09-30,3.569,2016,9
2016-10-31,5.588,2016,10
2016-11-30,4.207,2016,11
2016-12-31,4.932,2016,12
2017-01-31,4.414,2017,1
2017-02-28,5.116,2017,2
2017-03-31,4.606,2017,3
2017-04-30,3.025,2017,4
2017-05-31,3.459,2017,5
2017-06-30,3.229,2017,6
2017-07-31,3.525,2017,7
2017-08-31,4.216,2017,8
2017-09-30,4.151,2017,9
2017-10-31,4.589,2017,10
2017-11-30,4.516,2017,11
2017-12-31,5.604,2017,12
2018-01-31,5.578,2018,1
2018-02-28,6.037,2018,2
2018-03-31,5.220,2018,3
2018-04-30,5.278,2018,4
2018-05-31,4.099,2018,5
2018-06-30,3.303,2018,6
2018-07-31,3.707,2018,7
2018-08-31,4.185,2018,8
2018-09-30,3.619,2018,9
2018-10-31,4.444,2018,10
2018-11-30,4.404,2018,11
2018-12-31,4.333,2018,12
2019-01-31,6.898,2019,1
2019-02-28,6.796,2019,2
2019-03-31,4.665,2019,3
2019-04-30,4.021,2019,4
2019-05-31,3.956,2019,5
2019-06-30,3.311,2019,6
2019-07-31,3.439,2019,7
2019-08-31,4.000,2019,8
2019-09-30,5.185,2019,9
2019-10-31,4.717,2019,10
2019-11-30,5.553,2019,11
2019-12-31,4.739,2019,12
2020-01-31,4.477,2020,1
2020-02-29,6.593,2020,2
2020-03-31,6.148,2020,3
2020-04-30,4.950,2020,4
2020-05-31,3.030,2020,5
2020-06-30,3.408,2020,6
2020-07-31,3.119,2020,7
2020-08-31,2.901,2020,8
2020-09-30,4.540,2020,9
2020-10-31,3.811,2020,10
2020-11-30,5.228,2020,11
2020-12-31,5.825,2020,12
