# Monthly mean ERA5 temperature for PABE, lon/lat = 198.25/60.75
# Chris Waigl, cwaigl@alaska.edu, 2025-10-29 02:01:43.752148
Time,t2m,year,month
1992-05-31,3.589,1992,5
1992-06-30,11.557,1992,6
1992-07-31,13.792,1992,7
1992-08-31,11.987,1992,8
1992-09-30,3.173,1992,9
1992-10-31,-2.374,1992,10
1992-11-30,-7.978,1992,11
1992-12-31,-12.127,1992,12
1993-01-31,-15.456,1993,1
1993-02-28,-6.865,1993,2
1993-03-31,-5.381,1993,3
1993-04-30,2.052,1993,4
1993-05-31,8.113,1993,5
1993-06-30,11.910,1993,6
1993-07-31,13.948,1993,7
1993-08-31,12.224,1993,8
1993-09-30,7.212,1993,9
1993-10-31,1.933,1993,10
1993-11-30,-3.332,1993,11
1993-12-31,-8.756,1993,12
1994-01-31,-14.319,1994,1
1994-02-28,-11.416,1994,2
1994-03-31,-13.106,1994,3
1994-04-30,-0.852,1994,4
1994-05-31,7.290,1994,5
1994-06-30,11.175,1994,6
1994-07-31,12.979,1994,7
1994-08-31,11.313,1994,8
1994-09-30,7.210,1994,9
1994-10-31,-2.258,1994,10
1994-11-30,-8.625,1994,11
1994-12-31,-13.458,1994,12
1995-01-31,-11.552,1995,1
1995-02-28,-10.024,1995,2
1995-03-31,-11.914,1995,3
1995-04-30,0.419,1995,4
1995-05-31,8.242,1995,5
1995-06-30,11.286,1995,6
1995-07-31,13.753,1995,7
1995-08-31,11.907,1995,8
1995-09-30,10.253,1995,9
1995-10-31,0.161,1995,10
1995-11-30,-10.239,1995,11
1995-12-31,-10.769,1995,12
1996-01-31,-14.160,1996,1
1996-02-29,-13.347,1996,2
1996-03-31,-3.769,1996,3
1996-04-30,-2.158,1996,4
1996-05-31,7.649,1996,5
1996-06-30,10.957,1996,6
1996-07-31,13.282,1996,7
1996-08-31,10.844,1996,8
1996-09-30,5.245,1996,9
1996-10-31,-3.635,1996,10
1996-11-30,-5.719,1996,11
1996-12-31,-15.970,1996,12
1997-01-31,-16.216,1997,1
1997-02-28,-7.849,1997,2
1997-03-31,-12.991,1997,3
1997-04-30,0.598,1997,4
1997-05-31,8.290,1997,5
1997-06-30,13.561,1997,6
1997-07-31,15.372,1997,7
1997-08-31,13.033,1997,8
1997-09-30,9.142,1997,9
1997-10-31,-3.632,1997,10
1997-11-30,-5.389,1997,11
1997-12-31,-18.727,1997,12
1998-01-31,-17.212,1998,1
1998-02-28,-12.319,1998,2
1998-03-31,-2.556,1998,3
1998-04-30,-1.140,1998,4
1998-05-31,4.386,1998,5
1998-06-30,10.099,1998,6
1998-07-31,13.716,1998,7
1998-08-31,9.679,1998,8
1998-09-30,7.601,1998,9
1998-10-31,-0.122,1998,10
1998-11-30,-5.593,1998,11
1998-12-31,-15.896,1998,12
1999-01-31,-18.110,1999,1
1999-02-28,-18.055,1999,2
1999-03-31,-12.553,1999,3
1999-04-30,-2.863,1999,4
1999-05-31,3.322,1999,5
1999-06-30,11.065,1999,6
1999-07-31,12.035,1999,7
1999-08-31,11.096,1999,8
1999-09-30,8.125,1999,9
1999-10-31,-3.306,1999,10
1999-11-30,-12.222,1999,11
1999-12-31,-24.684,1999,12
2000-01-31,-17.562,2000,1
2000-02-29,-2.672,2000,2
2000-03-31,-5.035,2000,3
2000-04-30,-1.801,2000,4
2000-05-31,4.305,2000,5
2000-06-30,12.228,2000,6
2000-07-31,12.036,2000,7
2000-08-31,10.702,2000,8
2000-09-30,6.254,2000,9
2000-10-31,0.534,2000,10
2000-11-30,-2.460,2000,11
2000-12-31,-2.830,2000,12
2001-01-31,-6.814,2001,1
2001-02-28,-5.346,2001,2
2001-03-31,-9.572,2001,3
2001-04-30,-1.650,2001,4
2001-05-31,1.928,2001,5
2001-06-30,11.855,2001,6
2001-07-31,11.727,2001,7
2001-08-31,11.525,2001,8
2001-09-30,7.538,2001,9
2001-10-31,-4.549,2001,10
2001-11-30,-12.027,2001,11
2001-12-31,-21.542,2001,12
2002-01-31,-11.000,2002,1
2002-02-28,-10.277,2002,2
2002-03-31,-5.158,2002,3
2002-04-30,-2.428,2002,4
2002-05-31,7.729,2002,5
2002-06-30,13.205,2002,6
2002-07-31,13.264,2002,7
2002-08-31,13.041,2002,8
2002-09-30,8.235,2002,9
2002-10-31,2.940,2002,10
2002-11-30,-2.115,2002,11
2002-12-31,-8.876,2002,12
2003-01-31,-10.145,2003,1
2003-02-28,-4.654,2003,2
2003-03-31,-9.240,2003,3
2003-04-30,0.716,2003,4
2003-05-31,6.336,2003,5
2003-06-30,13.169,2003,6
2003-07-31,13.634,2003,7
2003-08-31,12.927,2003,8
2003-09-30,7.071,2003,9
2003-10-31,2.089,2003,10
2003-11-30,-3.243,2003,11
2003-12-31,-14.348,2003,12
2004-01-31,-16.276,2004,1
2004-02-29,-9.801,2004,2
2004-03-31,-10.187,2004,3
2004-04-30,0.703,2004,4
2004-05-31,8.755,2004,5
2004-06-30,13.564,2004,6
2004-07-31,16.199,2004,7
2004-08-31,15.384,2004,8
2004-09-30,6.610,2004,9
2004-10-31,2.811,2004,10
2004-11-30,-3.833,2004,11
2004-12-31,-8.728,2004,12
2005-01-31,-10.225,2005,1
2005-02-28,-9.806,2005,2
2005-03-31,-5.869,2005,3
2005-04-30,-4.047,2005,4
2005-05-31,8.715,2005,5
2005-06-30,13.888,2005,6
2005-07-31,14.388,2005,7
2005-08-31,13.763,2005,8
2005-09-30,8.902,2005,9
2005-10-31,-0.350,2005,10
2005-11-30,-14.146,2005,11
2005-12-31,-9.306,2005,12
2006-01-31,-22.271,2006,1
2006-02-28,-6.287,2006,2
2006-03-31,-10.908,2006,3
2006-04-30,-5.996,2006,4
2006-05-31,5.761,2006,5
2006-06-30,10.549,2006,6
2006-07-31,13.718,2006,7
2006-08-31,11.034,2006,8
2006-09-30,9.123,2006,9
2006-10-31,3.518,2006,10
2006-11-30,-7.115,2006,11
2006-12-31,-13.536,2006,12
2007-01-31,-13.087,2007,1
2007-02-28,-7.414,2007,2
2007-03-31,-15.406,2007,3
2007-04-30,2.585,2007,4
2007-05-31,7.240,2007,5
2007-06-30,10.804,2007,6
2007-07-31,13.557,2007,7
2007-08-31,13.529,2007,8
2007-09-30,9.488,2007,9
2007-10-31,-0.006,2007,10
2007-11-30,-3.764,2007,11
2007-12-31,-10.898,2007,12
2008-01-31,-15.867,2008,1
2008-02-29,-17.981,2008,2
2008-03-31,-10.425,2008,3
2008-04-30,-4.194,2008,4
2008-05-31,5.781,2008,5
2008-06-30,10.456,2008,6
2008-07-31,11.440,2008,7
2008-08-31,11.991,2008,8
2008-09-30,8.505,2008,9
2008-10-31,-5.439,2008,10
2008-11-30,-13.121,2008,11
2008-12-31,-8.731,2008,12
2009-01-31,-15.607,2009,1
2009-02-28,-10.962,2009,2
2009-03-31,-10.839,2009,3
2009-04-30,-3.995,2009,4
2009-05-31,6.172,2009,5
2009-06-30,10.812,2009,6
2009-07-31,13.755,2009,7
2009-08-31,11.359,2009,8
2009-09-30,7.992,2009,9
2009-10-31,1.253,2009,10
2009-11-30,-12.647,2009,11
2009-12-31,-7.096,2009,12
2010-01-31,-16.244,2010,1
2010-02-28,-10.555,2010,2
2010-03-31,-14.142,2010,3
2010-04-30,-2.750,2010,4
2010-05-31,7.219,2010,5
2010-06-30,10.470,2010,6
2010-07-31,11.427,2010,7
2010-08-31,11.297,2010,8
2010-09-30,8.288,2010,9
2010-10-31,-0.036,2010,10
2010-11-30,-6.957,2010,11
2010-12-31,-16.240,2010,12
2011-01-31,-10.391,2011,1
2011-02-28,-10.661,2011,2
2011-03-31,-9.889,2011,3
2011-04-30,-3.301,2011,4
2011-05-31,7.155,2011,5
2011-06-30,10.454,2011,6
2011-07-31,10.584,2011,7
2011-08-31,10.440,2011,8
2011-09-30,8.062,2011,9
2011-10-31,0.577,2011,10
2011-11-30,-13.874,2011,11
2011-12-31,-9.489,2011,12
2012-01-31,-27.182,2012,1
2012-02-29,-8.774,2012,2
2012-03-31,-15.707,2012,3
2012-04-30,-2.190,2012,4
2012-05-31,4.790,2012,5
2012-06-30,10.406,2012,6
2012-07-31,11.261,2012,7
2012-08-31,11.616,2012,8
2012-09-30,6.094,2012,9
2012-10-31,-0.010,2012,10
2012-11-30,-10.316,2012,11
2012-12-31,-15.406,2012,12
2013-01-31,-8.983,2013,1
2013-02-28,-14.753,2013,2
2013-03-31,-9.838,2013,3
2013-04-30,-5.959,2013,4
2013-05-31,3.413,2013,5
2013-06-30,13.386,2013,6
2013-07-31,13.425,2013,7
2013-08-31,12.527,2013,8
2013-09-30,6.996,2013,9
2013-10-31,3.922,2013,10
2013-11-30,-5.107,2013,11
2013-12-31,-8.728,2013,12
2014-01-31,-2.613,2014,1
2014-02-28,-9.055,2014,2
2014-03-31,-9.629,2014,3
2014-04-30,2.454,2014,4
2014-05-31,7.256,2014,5
2014-06-30,10.625,2014,6
2014-07-31,13.350,2014,7
2014-08-31,13.741,2014,8
2014-09-30,9.237,2014,9
2014-10-31,-1.615,2014,10
2014-11-30,-2.347,2014,11
2014-12-31,-6.264,2014,12
2015-01-31,-12.648,2015,1
2015-02-28,-7.699,2015,2
2015-03-31,-6.240,2015,3
2015-04-30,-0.676,2015,4
2015-05-31,8.316,2015,5
2015-06-30,13.903,2015,6
2015-07-31,13.791,2015,7
2015-08-31,11.690,2015,8
2015-09-30,7.099,2015,9
2015-10-31,3.289,2015,10
2015-11-30,-3.221,2015,11
2015-12-31,-9.347,2015,12
2016-01-31,-5.047,2016,1
2016-02-29,-4.508,2016,2
2016-03-31,-5.212,2016,3
2016-04-30,5.470,2016,4
2016-05-31,9.535,2016,5
2016-06-30,13.405,2016,6
2016-07-31,15.204,2016,7
2016-08-31,14.322,2016,8
2016-09-30,9.167,2016,9
2016-10-31,3.737,2016,10
2016-11-30,-9.217,2016,11
2016-12-31,-10.317,2016,12
2017-01-31,-13.035,2017,1
2017-02-28,-15.087,2017,2
2017-03-31,-14.131,2017,3
2017-04-30,2.410,2017,4
2017-05-31,7.722,2017,5
2017-06-30,13.273,2017,6
2017-07-31,14.367,2017,7
2017-08-31,12.247,2017,8
2017-09-30,7.821,2017,9
2017-10-31,3.098,2017,10
2017-11-30,-3.092,2017,11
2017-12-31,-3.660,2017,12
2018-01-31,-11.012,2018,1
2018-02-28,-5.220,2018,2
2018-03-31,-4.738,2018,3
2018-04-30,0.647,2018,4
2018-05-31,5.899,2018,5
2018-06-30,12.521,2018,6
2018-07-31,13.989,2018,7
2018-08-31,11.961,2018,8
2018-09-30,10.484,2018,9
2018-10-31,5.411,2018,10
2018-11-30,-3.641,2018,11
2018-12-31,-13.272,2018,12
2019-01-31,-9.052,2019,1
2019-02-28,-1.485,2019,2
2019-03-31,-0.416,2019,3
2019-04-30,0.576,2019,4
2019-05-31,8.549,2019,5
2019-06-30,14.860,2019,6
2019-07-31,16.297,2019,7
2019-08-31,13.796,2019,8
2019-09-30,9.488,2019,9
2019-10-31,2.542,2019,10
2019-11-30,-4.880,2019,11
2019-12-31,-12.754,2019,12
2020-01-31,-20.212,2020,1
2020-02-29,-14.084,2020,2
2020-03-31,-9.061,2020,3
2020-04-30,0.771,2020,4
2020-05-31,9.683,2020,5
2020-06-30,12.283,2020,6
2020-07-31,13.674,2020,7
2020-08-31,13.280,2020,8
2020-09-30,7.462,2020,9
2020-10-31,2.638,2020,10
2020-11-30,-3.256,2020,11
2020-12-31,-10.519,2020,12
