# Monthly mean ERA5 temperature for PANC, lon/lat = 210.0/61.25
# Chris Waigl, cwaigl@alaska.edu, 2025-10-29 02:01:46.014501
Time,t2m,year,month
1998-01-31,-9.232,1998,1
1998-02-28,-3.789,1998,2
1998-03-31,-2.396,1998,3
1998-04-30,2.312,1998,4
1998-05-31,4.822,1998,5
1998-06-30,10.409,1998,6
1998-07-31,13.356,1998,7
1998-08-31,12.052,1998,8
1998-09-30,9.715,1998,9
1998-10-31,2.550,1998,10
1998-11-30,-3.554,1998,11
1998-12-31,-9.479,1998,12
1999-01-31,-10.762,1999,1
1999-02-28,-13.572,1999,2
1999-03-31,-4.334,1999,3
1999-04-30,0.771,1999,4
1999-05-31,5.062,1999,5
1999-06-30,11.641,1999,6
1999-07-31,14.294,1999,7
1999-08-31,13.342,1999,8
1999-09-30,9.823,1999,9
1999-10-31,1.689,1999,10
1999-11-30,-6.084,1999,11
1999-12-31,-9.205,1999,12
2000-01-31,-9.157,2000,1
2000-02-29,-2.544,2000,2
2000-03-31,-1.154,2000,3
2000-04-30,1.929,2000,4
2000-05-31,5.823,2000,5
2000-06-30,11.702,2000,6
2000-07-31,13.269,2000,7
2000-08-31,12.693,2000,8
2000-09-30,8.736,2000,9
2000-10-31,2.130,2000,10
2000-11-30,-1.130,2000,11
2000-12-31,-4.060,2000,12
2001-01-31,-2.583,2001,1
2001-02-28,-4.051,2001,2
2001-03-31,-1.870,2001,3
2001-04-30,1.729,2001,4
2001-05-31,4.489,2001,5
2001-06-30,12.314,2001,6
2001-07-31,13.458,2001,7
2001-08-31,14.039,2001,8
2001-09-30,10.127,2001,9
2001-10-31,-0.596,2001,10
2001-11-30,-5.682,2001,11
2001-12-31,-11.614,2001,12
2002-01-31,-4.275,2002,1
2002-02-28,-5.497,2002,2
2002-03-31,-5.330,2002,3
2002-04-30,-0.448,2002,4
2002-05-31,6.021,2002,5
2002-06-30,11.151,2002,6
2002-07-31,14.306,2002,7
2002-08-31,13.769,2002,8
2002-09-30,10.178,2002,9
2002-10-31,5.271,2002,10
2002-11-30,1.620,2002,11
2002-12-31,-4.859,2002,12
2003-01-31,-5.668,2003,1
2003-02-28,-1.070,2003,2
2003-03-31,-3.975,2003,3
2003-04-30,2.255,2003,4
2003-05-31,6.813,2003,5
2003-06-30,11.409,2003,6
2003-07-31,15.959,2003,7
2003-08-31,13.818,2003,8
2003-09-30,9.190,2003,9
2003-10-31,4.765,2003,10
2003-11-30,-5.205,2003,11
2003-12-31,-8.376,2003,12
2004-01-31,-12.777,2004,1
2004-02-29,-3.084,2004,2
2004-03-31,-3.923,2004,3
2004-04-30,1.842,2004,4
2004-05-31,8.359,2004,5
2004-06-30,12.769,2004,6
2004-07-31,15.425,2004,7
2004-08-31,15.806,2004,8
2004-09-30,7.734,2004,9
2004-10-31,3.961,2004,10
2004-11-30,-1.574,2004,11
2004-12-31,-5.880,2004,12
2005-01-31,-7.985,2005,1
2005-02-28,-7.212,2005,2
2005-03-31,-0.898,2005,3
2005-04-30,3.268,2005,4
2005-05-31,8.786,2005,5
2005-06-30,12.175,2005,6
2005-07-31,14.834,2005,7
2005-08-31,14.056,2005,8
2005-09-30,10.623,2005,9
2005-10-31,3.381,2005,10
2005-11-30,-7.005,2005,11
2005-12-31,-3.650,2005,12
2006-01-31,-12.058,2006,1
2006-02-28,-5.871,2006,2
2006-03-31,-5.198,2006,3
2006-04-30,1.201,2006,4
2006-05-31,7.214,2006,5
2006-06-30,11.349,2006,6
2006-07-31,14.009,2006,7
2006-08-31,12.439,2006,8
2006-09-30,10.394,2006,9
2006-10-31,4.348,2006,10
2006-11-30,-9.613,2006,11
2006-12-31,-6.199,2006,12
2007-01-31,-9.146,2007,1
2007-02-28,-8.423,2007,2
2007-03-31,-10.570,2007,3
2007-04-30,2.602,2007,4
2007-05-31,6.659,2007,5
2007-06-30,10.993,2007,6
2007-07-31,13.269,2007,7
2007-08-31,13.729,2007,8
2007-09-30,10.395,2007,9
2007-10-31,2.367,2007,10
2007-11-30,-0.061,2007,11
2007-12-31,-6.332,2007,12
2008-01-31,-9.515,2008,1
2008-02-29,-8.813,2008,2
2008-03-31,-1.209,2008,3
2008-04-30,0.312,2008,4
2008-05-31,6.680,2008,5
2008-06-30,10.581,2008,6
2008-07-31,12.766,2008,7
2008-08-31,12.807,2008,8
2008-09-30,9.392,2008,9
2008-10-31,-0.278,2008,10
2008-11-30,-4.691,2008,11
2008-12-31,-8.516,2008,12
2009-01-31,-10.044,2009,1
2009-02-28,-8.306,2009,2
2009-03-31,-5.005,2009,3
2009-04-30,1.269,2009,4
2009-05-31,8.576,2009,5
2009-06-30,11.713,2009,6
2009-07-31,14.995,2009,7
2009-08-31,13.405,2009,8
2009-09-30,9.956,2009,9
2009-10-31,5.277,2009,10
2009-11-30,-5.105,2009,11
2009-12-31,-5.708,2009,12
2010-01-31,-6.841,2010,1
2010-02-28,-2.581,2010,2
2010-03-31,-2.546,2010,3
2010-04-30,2.026,2010,4
2010-05-31,8.128,2010,5
2010-06-30,11.620,2010,6
2010-07-31,12.941,2010,7
2010-08-31,13.489,2010,8
2010-09-30,10.089,2010,9
2010-10-31,3.395,2010,10
2010-11-30,-2.144,2010,11
2010-12-31,-11.062,2010,12
2011-01-31,-7.437,2011,1
2011-02-28,-8.317,2011,2
2011-03-31,-4.916,2011,3
2011-04-30,2.401,2011,4
2011-05-31,7.885,2011,5
2011-06-30,11.319,2011,6
2011-07-31,13.570,2011,7
2011-08-31,12.755,2011,8
2011-09-30,9.346,2011,9
2011-10-31,2.718,2011,10
2011-11-30,-9.606,2011,11
2011-12-31,-5.018,2011,12
2012-01-31,-17.090,2012,1
2012-02-29,-4.012,2012,2
2012-03-31,-6.466,2012,3
2012-04-30,2.543,2012,4
2012-05-31,6.409,2012,5
2012-06-30,11.381,2012,6
2012-07-31,12.886,2012,7
2012-08-31,13.081,2012,8
2012-09-30,8.966,2012,9
2012-10-31,1.268,2012,10
2012-11-30,-6.508,2012,11
2012-12-31,-9.531,2012,12
2013-01-31,-5.233,2013,1
2013-02-28,-3.976,2013,2
2013-03-31,-4.657,2013,3
2013-04-30,-2.047,2013,4
2013-05-31,5.982,2013,5
2013-06-30,14.133,2013,6
2013-07-31,15.567,2013,7
2013-08-31,14.252,2013,8
2013-09-30,9.452,2013,9
2013-10-31,6.032,2013,10
2013-11-30,-4.268,2013,11
2013-12-31,-8.570,2013,12
2014-01-31,-0.405,2014,1
2014-02-28,-7.327,2014,2
2014-03-31,-2.893,2014,3
2014-04-30,2.315,2014,4
2014-05-31,10.665,2014,5
2014-06-30,11.745,2014,6
2014-07-31,14.785,2014,7
2014-08-31,14.349,2014,8
2014-09-30,10.477,2014,9
2014-10-31,2.092,2014,10
2014-11-30,0.529,2014,11
2014-12-31,-1.410,2014,12
2015-01-31,-5.041,2015,1
2015-02-28,-3.656,2015,2
2015-03-31,-0.876,2015,3
2015-04-30,3.716,2015,4
2015-05-31,9.394,2015,5
2015-06-30,13.948,2015,6
2015-07-31,14.862,2015,7
2015-08-31,14.704,2015,8
2015-09-30,8.739,2015,9
2015-10-31,5.603,2015,10
2015-11-30,-2.527,2015,11
2015-12-31,-4.569,2015,12
2016-01-31,-1.364,2016,1
2016-02-29,-0.288,2016,2
2016-03-31,0.659,2016,3
2016-04-30,5.839,2016,4
2016-05-31,10.555,2016,5
2016-06-30,14.434,2016,6
2016-07-31,16.430,2016,7
2016-08-31,15.097,2016,8
2016-09-30,11.001,2016,9
2016-10-31,3.536,2016,10
2016-11-30,-1.759,2016,11
2016-12-31,-7.197,2016,12
2017-01-31,-8.560,2017,1
2017-02-28,-5.509,2017,2
2017-03-31,-6.991,2017,3
2017-04-30,4.088,2017,4
2017-05-31,8.041,2017,5
2017-06-30,12.452,2017,6
2017-07-31,14.831,2017,7
2017-08-31,13.923,2017,8
2017-09-30,10.613,2017,9
2017-10-31,4.270,2017,10
2017-11-30,-4.403,2017,11
2017-12-31,-2.166,2017,12
2018-01-31,-5.910,2018,1
2018-02-28,-5.986,2018,2
2018-03-31,-1.795,2018,3
2018-04-30,3.240,2018,4
2018-05-31,7.627,2018,5
2018-06-30,12.693,2018,6
2018-07-31,15.626,2018,7
2018-08-31,14.220,2018,8
2018-09-30,12.054,2018,9
2018-10-31,6.779,2018,10
2018-11-30,-0.331,2018,11
2018-12-31,-3.356,2018,12
2019-01-31,-6.251,2019,1
2019-02-28,-4.923,2019,2
2019-03-31,1.553,2019,3
2019-04-30,3.408,2019,4
2019-05-31,9.040,2019,5
2019-06-30,14.997,2019,6
2019-07-31,17.892,2019,7
2019-08-31,16.808,2019,8
2019-09-30,11.402,2019,9
2019-10-31,5.183,2019,10
2019-11-30,1.785,2019,11
2019-12-31,-4.214,2019,12
2020-01-31,-14.468,2020,1
2020-02-29,-5.781,2020,2
2020-03-31,-4.334,2020,3
2020-04-30,2.609,2020,4
2020-05-31,9.498,2020,5
2020-06-30,12.841,2020,6
2020-07-31,16.032,2020,7
2020-08-31,15.024,2020,8
2020-09-30,10.774,2020,9
2020-10-31,4.024,2020,10
2020-11-30,-3.976,2020,11
2020-12-31,-3.744,2020,12
