# Monthly mean ERA5 temperature for PAFA, lon/lat = 212.0/64.75
# Chris Waigl, cwaigl@alaska.edu, 2025-10-29 02:01:44.897177
Time,t2m,year,month
1998-12-31,-19.915,1998,12
1999-01-31,-23.974,1999,1
1999-02-28,-26.138,1999,2
1999-03-31,-12.231,1999,3
1999-04-30,0.432,1999,4
1999-05-31,8.930,1999,5
1999-06-30,17.585,1999,6
1999-07-31,17.227,1999,7
1999-08-31,14.783,1999,8
1999-09-30,7.712,1999,9
1999-10-31,-6.068,1999,10
1999-11-30,-17.768,1999,11
1999-12-31,-23.753,1999,12
2000-01-31,-21.824,2000,1
2000-02-29,-11.700,2000,2
2000-03-31,-6.904,2000,3
2000-04-30,-0.569,2000,4
2000-05-31,7.425,2000,5
2000-06-30,17.418,2000,6
2000-07-31,15.913,2000,7
2000-08-31,10.919,2000,8
2000-09-30,5.108,2000,9
2000-10-31,-3.931,2000,10
2000-11-30,-10.102,2000,11
2000-12-31,-13.204,2000,12
2001-01-31,-10.515,2001,1
2001-02-28,-11.855,2001,2
2001-03-31,-11.426,2001,3
2001-04-30,0.755,2001,4
2001-05-31,6.586,2001,5
2001-06-30,16.821,2001,6
2001-07-31,15.641,2001,7
2001-08-31,14.089,2001,8
2001-09-30,8.392,2001,9
2001-10-31,-4.264,2001,10
2001-11-30,-14.041,2001,11
2001-12-31,-21.496,2001,12
2002-01-31,-14.495,2002,1
2002-02-28,-14.852,2002,2
2002-03-31,-10.798,2002,3
2002-04-30,-4.410,2002,4
2002-05-31,10.853,2002,5
2002-06-30,15.159,2002,6
2002-07-31,16.850,2002,7
2002-08-31,12.630,2002,8
2002-09-30,8.062,2002,9
2002-10-31,0.360,2002,10
2002-11-30,-5.040,2002,11
2002-12-31,-12.244,2002,12
2003-01-31,-16.752,2003,1
2003-02-28,-10.241,2003,2
2003-03-31,-12.272,2003,3
2003-04-30,0.514,2003,4
2003-05-31,9.226,2003,5
2003-06-30,16.899,2003,6
2003-07-31,16.707,2003,7
2003-08-31,13.398,2003,8
2003-09-30,4.996,2003,9
2003-10-31,1.346,2003,10
2003-11-30,-11.905,2003,11
2003-12-31,-20.409,2003,12
2004-01-31,-24.525,2004,1
2004-02-29,-14.057,2004,2
2004-03-31,-13.520,2004,3
2004-04-30,2.263,2004,4
2004-05-31,11.676,2004,5
2004-06-30,19.824,2004,6
2004-07-31,19.242,2004,7
2004-08-31,17.603,2004,8
2004-09-30,4.010,2004,9
2004-10-31,-1.050,2004,10
2004-11-30,-10.912,2004,11
2004-12-31,-18.263,2004,12
2005-01-31,-19.061,2005,1
2005-02-28,-17.545,2005,2
2005-03-31,-6.158,2005,3
2005-04-30,0.503,2005,4
2005-05-31,13.744,2005,5
2005-06-30,16.761,2005,6
2005-07-31,17.482,2005,7
2005-08-31,15.112,2005,8
2005-09-30,8.282,2005,9
2005-10-31,-2.114,2005,10
2005-11-30,-19.971,2005,11
2005-12-31,-13.642,2005,12
2006-01-31,-28.201,2006,1
2006-02-28,-11.521,2006,2
2006-03-31,-14.746,2006,3
2006-04-30,-1.144,2006,4
2006-05-31,11.094,2006,5
2006-06-30,15.812,2006,6
2006-07-31,16.921,2006,7
2006-08-31,12.926,2006,8
2006-09-30,10.152,2006,9
2006-10-31,0.322,2006,10
2006-11-30,-18.250,2006,11
2006-12-31,-16.239,2006,12
2007-01-31,-19.054,2007,1
2007-02-28,-19.580,2007,2
2007-03-31,-21.200,2007,3
2007-04-30,3.877,2007,4
2007-05-31,11.518,2007,5
2007-06-30,17.301,2007,6
2007-07-31,18.486,2007,7
2007-08-31,15.558,2007,8
2007-09-30,8.239,2007,9
2007-10-31,-4.800,2007,10
2007-11-30,-8.140,2007,11
2007-12-31,-16.900,2007,12
2008-01-31,-21.740,2008,1
2008-02-29,-18.917,2008,2
2008-03-31,-10.298,2008,3
2008-04-30,-0.665,2008,4
2008-05-31,9.966,2008,5
2008-06-30,15.598,2008,6
2008-07-31,15.759,2008,7
2008-08-31,11.793,2008,8
2008-09-30,7.668,2008,9
2008-10-31,-7.996,2008,10
2008-11-30,-15.445,2008,11
2008-12-31,-19.930,2008,12
2009-01-31,-20.854,2009,1
2009-02-28,-16.349,2009,2
2009-03-31,-14.546,2009,3
2009-04-30,-0.475,2009,4
2009-05-31,11.152,2009,5
2009-06-30,16.005,2009,6
2009-07-31,20.225,2009,7
2009-08-31,12.587,2009,8
2009-09-30,8.307,2009,9
2009-10-31,-0.793,2009,10
2009-11-30,-16.406,2009,11
2009-12-31,-16.359,2009,12
2010-01-31,-23.229,2010,1
2010-02-28,-14.527,2010,2
2010-03-31,-10.565,2010,3
2010-04-30,4.583,2010,4
2010-05-31,13.115,2010,5
2010-06-30,15.902,2010,6
2010-07-31,17.132,2010,7
2010-08-31,15.876,2010,8
2010-09-30,7.871,2010,9
2010-10-31,-1.684,2010,10
2010-11-30,-9.754,2010,11
2010-12-31,-27.843,2010,12
2011-01-31,-18.830,2011,1
2011-02-28,-18.796,2011,2
2011-03-31,-12.051,2011,3
2011-04-30,-0.606,2011,4
2011-05-31,12.034,2011,5
2011-06-30,16.207,2011,6
2011-07-31,16.586,2011,7
2011-08-31,13.236,2011,8
2011-09-30,9.255,2011,9
2011-10-31,-1.138,2011,10
2011-11-30,-20.961,2011,11
2011-12-31,-13.973,2011,12
2012-01-31,-31.529,2012,1
2012-02-29,-11.127,2012,2
2012-03-31,-14.847,2012,3
2012-04-30,2.928,2012,4
2012-05-31,9.502,2012,5
2012-06-30,16.551,2012,6
2012-07-31,16.571,2012,7
2012-08-31,14.158,2012,8
2012-09-30,8.303,2012,9
2012-10-31,-4.751,2012,10
2012-11-30,-19.983,2012,11
2012-12-31,-23.567,2012,12
2013-01-31,-16.737,2013,1
2013-02-28,-16.515,2013,2
2013-03-31,-12.554,2013,3
2013-04-30,-6.755,2013,4
2013-05-31,7.407,2013,5
2013-06-30,20.054,2013,6
2013-07-31,18.483,2013,7
2013-08-31,15.763,2013,8
2013-09-30,6.297,2013,9
2013-10-31,2.295,2013,10
2013-11-30,-12.855,2013,11
2013-12-31,-18.927,2013,12
2014-01-31,-11.992,2014,1
2014-02-28,-18.087,2014,2
2014-03-31,-8.807,2014,3
2014-04-30,1.024,2014,4
2014-05-31,11.283,2014,5
2014-06-30,14.403,2014,6
2014-07-31,15.934,2014,7
2014-08-31,14.813,2014,8
2014-09-30,7.792,2014,9
2014-10-31,-3.283,2014,10
2014-11-30,-9.805,2014,11
2014-12-31,-12.213,2014,12
2015-01-31,-17.811,2015,1
2015-02-28,-15.107,2015,2
2015-03-31,-7.791,2015,3
2015-04-30,3.966,2015,4
2015-05-31,14.715,2015,5
2015-06-30,16.904,2015,6
2015-07-31,16.995,2015,7
2015-08-31,13.068,2015,8
2015-09-30,6.013,2015,9
2015-10-31,-0.200,2015,10
2015-11-30,-10.488,2015,11
2015-12-31,-17.432,2015,12
2016-01-31,-11.661,2016,1
2016-02-29,-10.480,2016,2
2016-03-31,-5.666,2016,3
2016-04-30,6.051,2016,4
2016-05-31,12.222,2016,5
2016-06-30,15.991,2016,6
2016-07-31,16.964,2016,7
2016-08-31,15.881,2016,8
2016-09-30,8.240,2016,9
2016-10-31,-3.001,2016,10
2016-11-30,-12.476,2016,11
2016-12-31,-17.417,2016,12
2017-01-31,-21.114,2017,1
2017-02-28,-15.544,2017,2
2017-03-31,-17.971,2017,3
2017-04-30,2.620,2017,4
2017-05-31,10.853,2017,5
2017-06-30,17.221,2017,6
2017-07-31,18.898,2017,7
2017-08-31,14.723,2017,8
2017-09-30,9.361,2017,9
2017-10-31,0.226,2017,10
2017-11-30,-12.402,2017,11
2017-12-31,-10.503,2017,12
2018-01-31,-18.656,2018,1
2018-02-28,-13.358,2018,2
2018-03-31,-7.569,2018,3
2018-04-30,0.205,2018,4
2018-05-31,10.252,2018,5
2018-06-30,15.543,2018,6
2018-07-31,18.756,2018,7
2018-08-31,13.607,2018,8
2018-09-30,8.981,2018,9
2018-10-31,1.807,2018,10
2018-11-30,-9.068,2018,11
2018-12-31,-15.889,2018,12
2019-01-31,-18.643,2019,1
2019-02-28,-12.427,2019,2
2019-03-31,-0.735,2019,3
2019-04-30,3.082,2019,4
2019-05-31,12.508,2019,5
2019-06-30,17.775,2019,6
2019-07-31,19.132,2019,7
2019-08-31,13.324,2019,8
2019-09-30,9.267,2019,9
2019-10-31,0.228,2019,10
2019-11-30,-9.193,2019,11
2019-12-31,-18.806,2019,12
2020-01-31,-25.830,2020,1
2020-02-29,-19.593,2020,2
2020-03-31,-11.535,2020,3
2020-04-30,0.113,2020,4
2020-05-31,12.510,2020,5
2020-06-30,15.770,2020,6
2020-07-31,16.078,2020,7
2020-08-31,14.957,2020,8
2020-09-30,8.483,2020,9
2020-10-31,-1.229,2020,10
2020-11-30,-13.346,2020,11
2020-12-31,-15.290,2020,12
