Time,T2_mean
1981-12-25,250.459
1981-12-26,244.289
1981-12-27,248.646
1981-12-28,257.908
1981-12-29,264.542
1981-12-30,267.266
1981-12-31,263.909
1982-01-01,269.942
1982-01-02,264.510
1982-01-03,271.602
1982-01-04,250.776
1982-01-05,237.545
1982-01-06,238.661
1982-01-07,243.957
1982-01-08,248.882
1982-01-09,249.959
1982-01-10,252.108
1982-01-11,260.259
1982-01-12,270.187
1982-01-13,263.582
1982-01-14,255.762
1982-01-15,267.979
1982-01-16,254.820
1982-01-17,261.294
1982-01-18,263.580
1982-01-19,267.283
1982-01-20,274.495
1982-01-21,271.976
1982-01-22,267.623
1982-01-23,254.711
1982-01-24,257.021
1982-01-25,262.165
1982-01-26,259.630
1982-01-27,267.158
1982-01-28,272.801
1982-01-29,272.345
1982-01-30,271.144
1982-01-31,271.829
1982-02-01,274.831
1982-02-02,275.328
1982-02-03,275.552
1982-02-04,268.987
1982-02-05,269.281
1982-02-06,275.551
1982-02-07,274.704
1982-02-08,274.010
1982-02-09,268.107
1982-02-10,257.894
1982-02-11,253.406
1982-02-12,253.143
1982-02-13,257.201
1982-02-14,250.852
1982-02-15,245.353
1982-02-16,243.731
1982-02-17,237.209
1982-02-18,245.963
1982-02-19,240.054
1982-02-20,238.255
1982-02-21,239.326
1982-02-22,248.027
1982-02-23,253.275
1982-02-24,253.801
1982-02-25,254.481
1982-02-26,254.408
1982-02-27,257.008
1982-02-28,257.278
1982-03-01,252.428
1982-03-02,251.555
1982-03-03,253.619
1982-03-04,268.437
1982-03-05,269.192
1982-03-06,272.938
1982-03-07,273.082
1982-03-08,271.902
1982-03-09,271.925
1982-03-10,268.047
1982-03-11,265.543
1982-03-12,256.044
1982-03-13,261.308
1982-03-14,263.661
1982-03-15,254.366
1982-03-16,271.052
1982-03-17,271.047
1982-03-18,272.876
1982-03-19,273.907
1982-03-20,272.092
1982-03-21,273.987
1982-03-22,261.117
1982-03-23,246.536
1982-03-24,245.870
1982-03-25,252.454
1982-03-26,253.829
1982-03-27,269.794
1982-03-28,271.242
1982-03-29,266.026
1982-03-30,254.432
1982-03-31,254.258
1982-04-01,252.463
1982-04-02,254.445
1982-04-03,260.492
1982-04-04,271.235
1982-04-05,274.235
1982-04-06,274.043
1982-04-07,271.814
1982-04-08,272.760
1982-04-09,270.730
1982-04-10,267.556
1982-04-11,253.368
1982-04-12,252.367
1982-04-13,252.140
1982-04-14,254.728
1982-04-15,256.099
1982-04-16,254.383
1982-04-17,254.036
1982-04-18,251.582
1982-04-19,251.757
1982-04-20,258.676
1982-04-21,260.726
1982-04-22,263.318
1982-04-23,271.249
1982-04-24,272.718
1982-04-25,273.297
1982-04-26,268.482
1982-04-27,268.031
1982-04-28,263.241
1982-04-29,257.905
1982-04-30,260.551
1982-05-01,260.326
1982-05-02,260.015
1982-05-03,262.316
1982-05-04,269.529
1982-05-05,268.215
1982-05-06,270.541
1982-05-07,271.173
1982-05-08,275.695
1982-05-09,275.911
1982-05-10,275.485
1982-05-11,274.840
1982-05-12,274.505
1982-05-13,273.967
1982-05-14,274.090
1982-05-15,275.006
1982-05-16,277.094
1982-05-17,278.407
1982-05-18,277.705
1982-05-19,278.442
1982-05-20,278.001
1982-05-21,278.175
1982-05-22,277.280
1982-05-23,278.233
1982-05-24,276.558
1982-05-25,277.607
1982-05-26,280.183
1982-05-27,279.343
1982-05-28,278.379
1982-05-29,278.719
1982-05-30,278.662
1982-05-31,280.046
1982-06-01,278.363
1982-06-02,278.542
1982-06-03,279.531
1982-06-04,279.177
1982-06-05,278.516
1982-06-06,278.424
1982-06-07,278.651
1982-06-08,279.383
1982-06-09,282.239
1982-06-10,283.238
1982-06-11,282.280
1982-06-12,282.823
1982-06-13,282.948
1982-06-14,283.179
1982-06-15,285.271
1982-06-16,286.382
1982-06-17,286.723
1982-06-18,288.317
1982-06-19,289.610
1982-06-20,288.419
1982-06-21,283.662
1982-06-22,284.176
1982-06-23,285.023
1982-06-24,288.391
1982-06-25,288.156
1982-06-26,286.959
1982-06-27,285.059
1982-06-28,282.936
1982-06-29,283.221
1982-06-30,283.646
1982-07-01,283.150
1982-07-02,284.424
1982-07-03,284.145
1982-07-04,284.755
1982-07-05,283.215
1982-07-06,282.179
1982-07-07,286.373
1982-07-08,289.787
1982-07-09,286.406
1982-07-10,288.460
1982-07-11,287.928
1982-07-12,288.919
1982-07-13,285.669
1982-07-14,283.529
1982-07-15,283.961
1982-07-16,283.265
1982-07-17,284.717
1982-07-18,287.155
1982-07-19,287.619
1982-07-20,285.626
1982-07-21,283.053
1982-07-22,282.234
1982-07-23,282.583
1982-07-24,282.975
1982-07-25,282.880
1982-07-26,283.000
1982-07-27,284.321
1982-07-28,283.973
1982-07-29,283.946
1982-07-30,283.439
1982-07-31,281.948
1982-08-01,282.429
1982-08-02,284.078
1982-08-03,286.612
1982-08-04,287.973
1982-08-05,288.654
1982-08-06,288.303
1982-08-07,289.425
1982-08-08,287.012
1982-08-09,285.171
1982-08-10,282.157
1982-08-11,283.897
1982-08-12,285.212
1982-08-13,283.588
1982-08-14,282.212
1982-08-15,281.727
1982-08-16,282.264
1982-08-17,283.393
1982-08-18,283.701
1982-08-19,283.870
1982-08-20,285.985
1982-08-21,287.630
1982-08-22,286.600
1982-08-23,285.969
1982-08-24,285.774
1982-08-25,285.302
1982-08-26,283.308
1982-08-27,286.156
1982-08-28,284.586
1982-08-29,283.151
1982-08-30,283.068
1982-08-31,282.228
1982-09-01,281.729
1982-09-02,280.723
1982-09-03,280.911
1982-09-04,280.766
1982-09-05,281.651
1982-09-06,283.619
1982-09-07,285.613
1982-09-08,281.049
1982-09-09,277.664
1982-09-10,278.340
1982-09-11,278.446
1982-09-12,278.077
1982-09-13,282.157
1982-09-14,281.624
1982-09-15,284.310
1982-09-16,281.419
1982-09-17,283.237
1982-09-18,282.653
1982-09-19,280.899
1982-09-20,280.896
1982-09-21,279.818
1982-09-22,277.523
1982-09-23,278.777
1982-09-24,280.495
1982-09-25,282.678
1982-09-26,280.299
1982-09-27,278.190
1982-09-28,277.893
1982-09-29,279.458
1982-09-30,277.357
1982-10-01,277.439
1982-10-02,275.651
1982-10-03,274.500
1982-10-04,272.218
1982-10-05,272.296
1982-10-06,271.879
1982-10-07,269.696
1982-10-08,268.952
1982-10-09,269.343
1982-10-10,269.936
1982-10-11,268.154
1982-10-12,266.894
1982-10-13,267.294
1982-10-14,273.072
1982-10-15,276.472
1982-10-16,277.333
1982-10-17,275.173
1982-10-18,276.691
1982-10-19,274.116
1982-10-20,273.824
1982-10-21,268.503
1982-10-22,263.906
1982-10-23,262.944
1982-10-24,267.916
1982-10-25,267.391
1982-10-26,264.900
1982-10-27,271.896
1982-10-28,268.340
1982-10-29,256.915
1982-10-30,258.629
1982-10-31,272.363
1982-11-01,268.454
1982-11-02,266.415
1982-11-03,262.664
1982-11-04,258.175
1982-11-05,257.819
1982-11-06,263.776
1982-11-07,272.304
1982-11-08,271.848
1982-11-09,271.659
1982-11-10,274.480
1982-11-11,274.795
1982-11-12,274.169
1982-11-13,272.328
1982-11-14,270.724
1982-11-15,262.664
1982-11-16,260.880
1982-11-17,259.259
1982-11-18,257.914
1982-11-19,273.110
1982-11-20,270.025
1982-11-21,273.764
1982-11-22,273.668
1982-11-23,273.233
1982-11-24,269.099
1982-11-25,262.189
1982-11-26,260.434
1982-11-27,262.342
1982-11-28,256.947
1982-11-29,247.329
1982-11-30,243.890
1982-12-01,241.898
1982-12-02,240.152
1982-12-03,245.320
1982-12-04,248.137
1982-12-05,261.788
1982-12-06,268.586
1982-12-07,266.244
1982-12-08,270.337
1982-12-09,266.625
1982-12-10,265.380
1982-12-11,263.656
1982-12-12,268.841
1982-12-13,266.113
1982-12-14,259.270
1982-12-15,259.073
1982-12-16,256.688
1982-12-17,250.234
1982-12-18,248.303
1982-12-19,267.037
1982-12-20,268.907
1982-12-21,264.059
1982-12-22,256.074
1982-12-23,251.093
1982-12-24,255.234
1982-12-25,262.926
1982-12-26,273.022
1982-12-27,272.048
1982-12-28,272.896
1982-12-29,273.703
1982-12-30,265.762
1982-12-31,252.872
1983-01-01,256.572
1983-01-02,256.391
1983-01-03,253.377
1983-01-04,251.737
1983-01-05,248.409
1983-01-06,242.894
1983-01-07,242.787
1983-01-08,238.909
1983-01-09,234.479
1983-01-10,236.880
1983-01-11,241.193
1983-01-12,239.798
1983-01-13,243.621
1983-01-14,245.785
1983-01-15,250.477
1983-01-16,257.760
1983-01-17,252.889
1983-01-18,252.702
1983-01-19,249.213
1983-01-20,269.909
1983-01-21,273.799
1983-01-22,267.020
1983-01-23,265.418
1983-01-24,260.609
1983-01-25,260.535
1983-01-26,260.311
1983-01-27,271.596
1983-01-28,265.008
1983-01-29,266.096
1983-01-30,255.261
1983-01-31,252.909
1983-02-01,268.492
1983-02-02,271.473
1983-02-03,269.016
1983-02-04,263.599
1983-02-05,261.584
1983-02-06,266.412
1983-02-07,265.698
1983-02-08,258.648
1983-02-09,260.122
1983-02-10,255.082
1983-02-11,252.797
1983-02-12,249.819
1983-02-13,250.785
1983-02-14,258.915
1983-02-15,256.695
1983-02-16,257.156
1983-02-17,256.720
1983-02-18,251.732
1983-02-19,251.009
1983-02-20,249.914
1983-02-21,257.884
1983-02-22,272.159
1983-02-23,264.339
1983-02-24,266.607
1983-02-25,264.678
1983-02-26,258.422
1983-02-27,264.362
1983-02-28,269.901
1983-03-01,270.434
1983-03-02,268.400
1983-03-03,261.541
1983-03-04,267.020
1983-03-05,271.147
1983-03-06,271.882
1983-03-07,266.682
1983-03-08,259.548
1983-03-09,256.058
1983-03-10,249.474
1983-03-11,248.246
1983-03-12,251.970
1983-03-13,261.667
1983-03-14,257.325
1983-03-15,258.737
1983-03-16,266.634
1983-03-17,270.040
1983-03-18,272.692
1983-03-19,268.512
1983-03-20,271.577
1983-03-21,274.757
1983-03-22,274.704
1983-03-23,274.349
1983-03-24,271.571
1983-03-25,268.424
1983-03-26,267.728
1983-03-27,264.936
1983-03-28,268.957
1983-03-29,265.416
1983-03-30,261.423
1983-03-31,261.580
1983-04-01,262.265
1983-04-02,269.740
1983-04-03,273.348
1983-04-04,274.537
1983-04-05,273.898
1983-04-06,269.969
1983-04-07,263.536
1983-04-08,263.054
1983-04-09,268.350
1983-04-10,270.969
1983-04-11,270.910
1983-04-12,262.456
1983-04-13,262.817
1983-04-14,271.904
1983-04-15,272.242
1983-04-16,270.668
1983-04-17,271.924
1983-04-18,273.368
1983-04-19,272.639
1983-04-20,272.544
1983-04-21,271.503
1983-04-22,273.895
1983-04-23,275.142
1983-04-24,274.050
1983-04-25,273.831
1983-04-26,275.145
1983-04-27,276.389
1983-04-28,277.178
1983-04-29,274.775
1983-04-30,276.990
1983-05-01,276.067
1983-05-02,275.668
1983-05-03,274.634
1983-05-04,274.868
1983-05-05,275.749
1983-05-06,276.972
1983-05-07,278.867
1983-05-08,280.147
1983-05-09,280.081
1983-05-10,279.797
1983-05-11,281.279
1983-05-12,281.868
1983-05-13,281.820
1983-05-14,281.935
1983-05-15,280.333
1983-05-16,281.731
1983-05-17,281.868
1983-05-18,283.027
1983-05-19,282.573
1983-05-20,281.291
1983-05-21,280.618
1983-05-22,279.659
1983-05-23,280.895
1983-05-24,281.518
1983-05-25,281.765
1983-05-26,281.548
1983-05-27,281.891
1983-05-28,284.487
1983-05-29,283.654
1983-05-30,282.409
1983-05-31,280.922
1983-06-01,280.912
1983-06-02,284.338
1983-06-03,282.321
1983-06-04,282.094
1983-06-05,282.313
1983-06-06,282.671
1983-06-07,285.815
1983-06-08,285.936
1983-06-09,281.773
1983-06-10,283.190
1983-06-11,286.828
1983-06-12,286.251
1983-06-13,286.388
1983-06-14,286.143
1983-06-15,285.337
1983-06-16,285.135
1983-06-17,285.354
1983-06-18,287.391
1983-06-19,288.064
1983-06-20,287.513
1983-06-21,291.025
1983-06-22,289.891
1983-06-23,288.031
1983-06-24,287.294
1983-06-25,287.979
1983-06-26,285.698
1983-06-27,287.108
1983-06-28,287.594
1983-06-29,287.795
1983-06-30,286.600
1983-07-01,286.888
1983-07-02,286.454
1983-07-03,285.929
1983-07-04,288.685
1983-07-05,290.206
1983-07-06,285.835
1983-07-07,285.642
1983-07-08,286.390
1983-07-09,287.276
1983-07-10,287.712
1983-07-11,288.326
1983-07-12,287.231
1983-07-13,285.250
1983-07-14,283.364
1983-07-15,285.526
1983-07-16,284.255
1983-07-17,283.195
1983-07-18,284.837
1983-07-19,286.827
1983-07-20,284.421
1983-07-21,285.710
1983-07-22,285.550
1983-07-23,286.968
1983-07-24,285.465
1983-07-25,284.611
1983-07-26,283.578
1983-07-27,283.732
1983-07-28,288.586
1983-07-29,290.323
1983-07-30,289.286
1983-07-31,287.136
1983-08-01,284.399
1983-08-02,284.445
1983-08-03,284.849
1983-08-04,285.513
1983-08-05,283.921
1983-08-06,284.872
1983-08-07,284.681
1983-08-08,283.614
1983-08-09,282.580
1983-08-10,284.028
1983-08-11,283.622
1983-08-12,281.370
1983-08-13,281.075
1983-08-14,280.872
1983-08-15,284.089
1983-08-16,283.081
1983-08-17,284.581
1983-08-18,282.631
1983-08-19,284.540
1983-08-20,284.931
1983-08-21,285.885
1983-08-22,283.083
1983-08-23,281.036
1983-08-24,280.920
1983-08-25,281.134
1983-08-26,281.251
1983-08-27,282.723
1983-08-28,284.345
1983-08-29,284.078
1983-08-30,283.323
1983-08-31,283.461
1983-09-01,282.017
1983-09-02,278.671
1983-09-03,280.597
1983-09-04,278.868
1983-09-05,281.820
1983-09-06,281.411
1983-09-07,282.143
1983-09-08,280.547
1983-09-09,280.039
1983-09-10,282.352
1983-09-11,281.025
1983-09-12,280.864
1983-09-13,279.785
1983-09-14,277.215
1983-09-15,278.217
1983-09-16,277.131
1983-09-17,278.306
1983-09-18,279.956
1983-09-19,281.032
1983-09-20,279.965
1983-09-21,279.440
1983-09-22,273.496
1983-09-23,272.740
1983-09-24,272.856
1983-09-25,270.688
1983-09-26,272.304
1983-09-27,277.216
1983-09-28,281.941
1983-09-29,282.819
1983-09-30,279.193
1983-10-01,275.186
1983-10-02,272.788
1983-10-03,274.656
1983-10-04,278.785
1983-10-05,278.271
1983-10-06,273.204
1983-10-07,272.634
1983-10-08,279.329
1983-10-09,280.321
1983-10-10,278.454
1983-10-11,277.273
1983-10-12,275.116
1983-10-13,274.558
1983-10-14,277.147
1983-10-15,277.547
1983-10-16,276.142
1983-10-17,273.082
1983-10-18,268.279
1983-10-19,262.916
1983-10-20,258.082
1983-10-21,258.328
1983-10-22,262.808
1983-10-23,263.933
1983-10-24,263.725
1983-10-25,265.095
1983-10-26,261.600
1983-10-27,260.744
1983-10-28,261.630
1983-10-29,263.569
1983-10-30,260.501
1983-10-31,261.785
1983-11-01,261.127
1983-11-02,262.244
1983-11-03,261.473
1983-11-04,259.706
1983-11-05,264.144
1983-11-06,273.384
1983-11-07,274.635
1983-11-08,270.828
1983-11-09,273.306
1983-11-10,272.792
1983-11-11,270.294
1983-11-12,267.495
1983-11-13,268.668
1983-11-14,269.502
1983-11-15,263.365
1983-11-16,261.087
1983-11-17,259.563
1983-11-18,260.090
1983-11-19,260.995
1983-11-20,273.615
1983-11-21,274.078
1983-11-22,269.774
1983-11-23,266.718
1983-11-24,266.507
1983-11-25,269.907
1983-11-26,269.545
1983-11-27,271.843
1983-11-28,277.040
1983-11-29,277.885
1983-11-30,273.071
1983-12-01,274.168
1983-12-02,271.869
1983-12-03,272.611
1983-12-04,274.144
1983-12-05,276.290
1983-12-06,275.335
1983-12-07,273.234
1983-12-08,268.517
1983-12-09,261.028
1983-12-10,257.970
1983-12-11,258.669
1983-12-12,257.102
1983-12-13,255.433
1983-12-14,255.864
1983-12-15,266.414
1983-12-16,273.340
1983-12-17,274.815
1983-12-18,271.726
1983-12-19,274.606
1983-12-20,276.706
1983-12-21,275.751
1983-12-22,274.178
1983-12-23,273.121
1983-12-24,270.570
1983-12-25,266.695
1983-12-26,265.622
1983-12-27,262.587
1983-12-28,265.872
1983-12-29,264.003
1983-12-30,263.487
1983-12-31,259.572
1984-01-01,254.970
1984-01-02,254.598
1984-01-03,252.000
1984-01-04,258.396
1984-01-05,258.525
1984-01-06,262.172
1984-01-07,270.749
1984-01-08,268.243
1984-01-09,268.219
1984-01-10,268.801
1984-01-11,268.333
1984-01-12,264.869
1984-01-13,267.462
1984-01-14,271.382
1984-01-15,271.099
1984-01-16,267.157
1984-01-17,267.804
1984-01-18,267.017
1984-01-19,259.144
1984-01-20,257.262
1984-01-21,254.872
1984-01-22,251.074
1984-01-23,248.693
1984-01-24,247.341
1984-01-25,248.232
1984-01-26,246.739
1984-01-27,246.878
1984-01-28,248.630
1984-01-29,257.919
1984-01-30,255.734
1984-01-31,253.215
1984-02-01,251.514
1984-02-02,245.721
1984-02-03,245.423
1984-02-04,249.284
1984-02-05,246.624
1984-02-06,247.058
1984-02-07,246.482
1984-02-08,244.407
1984-02-09,242.550
1984-02-10,242.902
1984-02-11,243.860
1984-02-12,243.295
1984-02-13,248.829
1984-02-14,249.094
1984-02-15,249.580
1984-02-16,251.121
1984-02-17,246.512
1984-02-18,243.916
1984-02-19,243.084
1984-02-20,242.367
1984-02-21,245.600
1984-02-22,248.255
1984-02-23,247.192
1984-02-24,245.368
1984-02-25,248.003
1984-02-26,249.308
1984-02-27,252.037
1984-02-28,252.617
1984-02-29,254.055
1984-03-01,253.071
1984-03-02,259.064
1984-03-03,258.500
1984-03-04,261.327
1984-03-05,272.829
1984-03-06,273.282
1984-03-07,273.577
1984-03-08,270.307
1984-03-09,275.975
1984-03-10,274.077
1984-03-11,273.421
1984-03-12,273.366
1984-03-13,271.719
1984-03-14,273.076
1984-03-15,273.814
1984-03-16,273.571
1984-03-17,271.921
1984-03-18,267.510
1984-03-19,265.308
1984-03-20,267.284
1984-03-21,268.977
1984-03-22,266.211
1984-03-23,261.924
1984-03-24,260.104
1984-03-25,262.069
1984-03-26,264.805
1984-03-27,268.910
1984-03-28,272.746
1984-03-29,272.064
1984-03-30,271.691
1984-03-31,273.800
1984-04-01,274.105
1984-04-02,273.195
1984-04-03,273.590
1984-04-04,273.324
1984-04-05,273.768
1984-04-06,272.485
1984-04-07,267.428
1984-04-08,258.539
1984-04-09,258.007
1984-04-10,263.481
1984-04-11,263.999
1984-04-12,260.341
1984-04-13,261.165
1984-04-14,262.779
1984-04-15,264.437
1984-04-16,264.490
1984-04-17,263.939
1984-04-18,267.579
1984-04-19,264.809
1984-04-20,262.978
1984-04-21,262.301
1984-04-22,266.622
1984-04-23,267.541
1984-04-24,266.972
1984-04-25,270.340
1984-04-26,274.426
1984-04-27,278.509
1984-04-28,278.215
1984-04-29,278.392
1984-04-30,276.556
1984-05-01,271.199
1984-05-02,266.855
1984-05-03,266.881
1984-05-04,269.446
1984-05-05,272.298
1984-05-06,274.070
1984-05-07,274.722
1984-05-08,275.874
1984-05-09,274.999
1984-05-10,275.426
1984-05-11,275.184
1984-05-12,278.091
1984-05-13,279.452
1984-05-14,279.997
1984-05-15,280.385
1984-05-16,281.134
1984-05-17,284.308
1984-05-18,284.536
1984-05-19,282.166
1984-05-20,281.169
1984-05-21,281.589
1984-05-22,282.609
1984-05-23,281.155
1984-05-24,280.978
1984-05-25,278.612
1984-05-26,275.520
1984-05-27,277.619
1984-05-28,278.624
1984-05-29,279.884
1984-05-30,280.716
1984-05-31,283.340
1984-06-01,285.520
1984-06-02,287.439
1984-06-03,287.579
1984-06-04,286.774
1984-06-05,287.656
1984-06-06,285.247
1984-06-07,282.885
1984-06-08,284.821
1984-06-09,284.546
1984-06-10,285.875
1984-06-11,286.089
1984-06-12,286.445
1984-06-13,288.191
1984-06-14,283.338
1984-06-15,284.940
1984-06-16,288.070
1984-06-17,288.459
1984-06-18,286.627
1984-06-19,286.255
1984-06-20,286.481
1984-06-21,287.165
1984-06-22,285.644
1984-06-23,284.865
1984-06-24,287.510
