# Monthly mean ERA5 wind speed for PABR, lon/lat = 203.25/71.25
# Chris Waigl, cwaigl@alaska.edu, 2025-10-31 13:49:56.561677
Time,wsp10,year,month
2013-07-31,7.254,2013,7
2013-08-31,6.091,2013,8
2013-09-30,7.633,2013,9
2013-10-31,7.229,2013,10
2013-11-30,8.781,2013,11
2013-12-31,8.280,2013,12
2014-01-31,9.533,2014,1
2014-02-28,7.923,2014,2
2014-03-31,6.419,2014,3
2014-04-30,6.246,2014,4
2014-05-31,8.435,2014,5
2014-06-30,6.416,2014,6
2014-07-31,6.896,2014,7
2014-08-31,8.071,2014,8
2014-09-30,8.223,2014,9
2014-10-31,8.304,2014,10
2014-11-30,8.128,2014,11
2014-12-31,7.650,2014,12
2015-01-31,8.142,2015,1
2015-02-28,8.451,2015,2
2015-03-31,7.746,2015,3
2015-04-30,8.443,2015,4
2015-05-31,7.246,2015,5
2015-06-30,6.366,2015,6
2015-07-31,6.488,2015,7
2015-08-31,7.520,2015,8
2015-09-30,7.491,2015,9
2015-10-31,7.564,2015,10
2015-11-30,7.110,2015,11
2015-12-31,6.997,2015,12
2016-01-31,8.380,2016,1
2016-02-29,11.029,2016,2
2016-03-31,8.037,2016,3
2016-04-30,10.481,2016,4
2016-05-31,6.759,2016,5
2016-06-30,7.551,2016,6
2016-07-31,7.373,2016,7
2016-08-31,7.641,2016,8
2016-09-30,7.896,2016,9
2016-10-31,7.768,2016,10
2016-11-30,6.136,2016,11
2016-12-31,7.318,2016,12
2017-01-31,8.668,2017,1
2017-02-28,7.936,2017,2
2017-03-31,7.320,2017,3
2017-04-30,8.193,2017,4
2017-05-31,7.502,2017,5
2017-06-30,8.668,2017,6
2017-07-31,7.243,2017,7
2017-08-31,7.258,2017,8
2017-09-30,7.931,2017,9
2017-10-31,8.574,2017,10
2017-11-30,9.380,2017,11
2017-12-31,9.750,2017,12
2018-01-31,7.200,2018,1
2018-02-28,7.910,2018,2
2018-03-31,9.038,2018,3
2018-04-30,9.163,2018,4
2018-05-31,8.623,2018,5
2018-06-30,6.782,2018,6
2018-07-31,7.010,2018,7
2018-08-31,7.591,2018,8
2018-09-30,7.410,2018,9
2018-10-31,8.181,2018,10
2018-11-30,8.421,2018,11
2018-12-31,7.045,2018,12
2019-01-31,8.155,2019,1
2019-02-28,9.277,2019,2
2019-03-31,8.803,2019,3
2019-04-30,7.910,2019,4
2019-05-31,8.613,2019,5
2019-06-30,6.402,2019,6
2019-07-31,7.026,2019,7
2019-08-31,7.495,2019,8
2019-09-30,6.454,2019,9
2019-10-31,8.542,2019,10
2019-11-30,8.010,2019,11
2019-12-31,7.030,2019,12
2020-01-31,6.221,2020,1
2020-02-29,5.358,2020,2
2020-03-31,8.427,2020,3
2020-04-30,7.334,2020,4
2020-05-31,7.228,2020,5
2020-06-30,6.411,2020,6
2020-07-31,6.921,2020,7
2020-08-31,6.216,2020,8
2020-09-30,7.800,2020,9
2020-10-31,7.756,2020,10
2020-11-30,8.829,2020,11
2020-12-31,9.327,2020,12
