# Monthly mean ERA5 wind speed for PANC, lon/lat = 210.0/61.25
# Chris Waigl, cwaigl@alaska.edu, 2025-10-31 13:49:55.684048
Time,wsp10,year,month
1988-07-31,2.506,1988,7
1988-08-31,3.132,1988,8
1988-09-30,3.036,1988,9
1988-10-31,3.221,1988,10
1988-11-30,2.995,1988,11
1988-12-31,4.168,1988,12
1989-01-31,3.523,1989,1
1989-02-28,2.410,1989,2
1989-03-31,3.137,1989,3
1989-04-30,2.266,1989,4
1989-05-31,2.643,1989,5
1989-06-30,2.743,1989,6
1989-07-31,2.699,1989,7
1989-08-31,2.537,1989,8
1989-09-30,3.044,1989,9
1989-10-31,3.915,1989,10
1989-11-30,3.688,1989,11
1989-12-31,3.724,1989,12
1990-01-31,3.193,1990,1
1990-02-28,2.579,1990,2
1990-03-31,2.903,1990,3
1990-04-30,2.176,1990,4
1990-05-31,2.486,1990,5
1990-06-30,2.672,1990,6
1990-07-31,2.889,1990,7
1990-08-31,2.602,1990,8
1990-09-30,3.716,1990,9
1990-10-31,3.409,1990,10
1990-11-30,3.979,1990,11
1990-12-31,3.185,1990,12
1991-01-31,3.470,1991,1
1991-02-28,3.342,1991,2
1991-03-31,2.832,1991,3
1991-04-30,2.992,1991,4
1991-05-31,2.964,1991,5
1991-06-30,3.029,1991,6
1991-07-31,2.604,1991,7
1991-08-31,3.176,1991,8
1991-09-30,3.497,1991,9
1991-10-31,3.026,1991,10
1991-11-30,3.626,1991,11
1991-12-31,3.652,1991,12
1992-01-31,3.191,1992,1
1992-02-29,2.894,1992,2
1992-03-31,3.186,1992,3
1992-04-30,2.770,1992,4
1992-05-31,3.063,1992,5
1992-06-30,2.888,1992,6
1992-07-31,2.392,1992,7
1992-08-31,2.878,1992,8
1992-09-30,4.067,1992,9
1992-10-31,2.880,1992,10
1992-11-30,3.558,1992,11
1992-12-31,3.171,1992,12
1993-01-31,3.843,1993,1
1993-02-28,3.488,1993,2
1993-03-31,3.302,1993,3
1993-04-30,2.670,1993,4
1993-05-31,2.591,1993,5
1993-06-30,2.907,1993,6
1993-07-31,2.621,1993,7
1993-08-31,2.888,1993,8
1993-09-30,4.298,1993,9
1993-10-31,3.691,1993,10
1993-11-30,3.448,1993,11
1993-12-31,4.134,1993,12
1994-01-31,2.940,1994,1
1994-02-28,3.538,1994,2
1994-03-31,4.000,1994,3
1994-04-30,2.555,1994,4
1994-05-31,3.041,1994,5
1994-06-30,3.070,1994,6
1994-07-31,2.515,1994,7
1994-08-31,3.029,1994,8
1994-09-30,3.248,1994,9
1994-10-31,3.521,1994,10
1994-11-30,3.810,1994,11
1994-12-31,3.380,1994,12
1995-01-31,2.716,1995,1
1995-02-28,3.857,1995,2
1995-03-31,3.927,1995,3
1995-04-30,2.934,1995,4
1995-05-31,2.915,1995,5
1995-06-30,2.580,1995,6
1995-07-31,2.180,1995,7
1995-08-31,2.494,1995,8
1995-09-30,3.081,1995,9
1995-10-31,3.028,1995,10
1995-11-30,3.212,1995,11
1995-12-31,3.689,1995,12
1996-01-31,2.462,1996,1
1996-02-29,3.637,1996,2
1996-03-31,3.466,1996,3
1996-04-30,3.114,1996,4
1996-05-31,2.998,1996,5
1996-06-30,3.254,1996,6
1996-07-31,2.880,1996,7
1996-08-31,2.889,1996,8
1996-09-30,3.592,1996,9
1996-10-31,3.111,1996,10
1996-11-30,2.361,1996,11
1996-12-31,3.413,1996,12
1997-01-31,3.350,1997,1
1997-02-28,3.193,1997,2
1997-03-31,3.526,1997,3
1997-04-30,3.081,1997,4
1997-05-31,2.790,1997,5
1997-06-30,2.693,1997,6
1997-07-31,2.317,1997,7
1997-08-31,2.594,1997,8
1997-09-30,3.155,1997,9
1997-10-31,3.540,1997,10
1997-11-30,3.479,1997,11
1997-12-31,3.964,1997,12
1998-01-31,2.931,1998,1
1998-02-28,3.062,1998,2
1998-03-31,2.487,1998,3
1998-04-30,3.239,1998,4
1998-05-31,2.982,1998,5
1998-06-30,2.565,1998,6
1998-07-31,2.394,1998,7
1998-08-31,3.343,1998,8
1998-09-30,3.415,1998,9
1998-10-31,3.489,1998,10
1998-11-30,2.525,1998,11
1998-12-31,3.023,1998,12
1999-01-31,4.146,1999,1
1999-02-28,2.928,1999,2
1999-03-31,3.351,1999,3
1999-04-30,3.210,1999,4
1999-05-31,3.023,1999,5
1999-06-30,2.705,1999,6
1999-07-31,2.693,1999,7
1999-08-31,2.666,1999,8
1999-09-30,3.644,1999,9
1999-10-31,3.791,1999,10
1999-11-30,3.343,1999,11
1999-12-31,3.902,1999,12
2000-01-31,3.534,2000,1
2000-02-29,2.757,2000,2
2000-03-31,3.137,2000,3
2000-04-30,2.441,2000,4
2000-05-31,2.827,2000,5
2000-06-30,2.595,2000,6
2000-07-31,2.688,2000,7
2000-08-31,2.769,2000,8
2000-09-30,3.748,2000,9
2000-10-31,3.589,2000,10
2000-11-30,3.305,2000,11
2000-12-31,3.836,2000,12
2001-01-31,4.065,2001,1
2001-02-28,3.315,2001,2
2001-03-31,3.795,2001,3
2001-04-30,2.835,2001,4
2001-05-31,3.059,2001,5
2001-06-30,2.769,2001,6
2001-07-31,2.191,2001,7
2001-08-31,2.717,2001,8
2001-09-30,2.765,2001,9
2001-10-31,3.477,2001,10
2001-11-30,2.984,2001,11
2001-12-31,3.683,2001,12
2002-01-31,3.678,2002,1
2002-02-28,3.976,2002,2
2002-03-31,2.989,2002,3
2002-04-30,3.111,2002,4
2002-05-31,2.868,2002,5
2002-06-30,2.533,2002,6
2002-07-31,2.632,2002,7
2002-08-31,2.587,2002,8
2002-09-30,3.184,2002,9
2002-10-31,4.024,2002,10
2002-11-30,3.339,2002,11
2002-12-31,2.889,2002,12
2003-01-31,3.292,2003,1
2003-02-28,2.534,2003,2
2003-03-31,4.217,2003,3
2003-04-30,2.803,2003,4
2003-05-31,3.087,2003,5
2003-06-30,2.640,2003,6
2003-07-31,3.382,2003,7
2003-08-31,2.985,2003,8
2003-09-30,3.536,2003,9
2003-10-31,3.064,2003,10
2003-11-30,3.945,2003,11
2003-12-31,3.440,2003,12
2004-01-31,3.762,2004,1
2004-02-29,3.196,2004,2
2004-03-31,3.974,2004,3
2004-04-30,3.002,2004,4
2004-05-31,2.562,2004,5
2004-06-30,2.992,2004,6
2004-07-31,2.720,2004,7
2004-08-31,2.413,2004,8
2004-09-30,3.437,2004,9
2004-10-31,2.982,2004,10
2004-11-30,3.937,2004,11
2004-12-31,4.310,2004,12
2005-01-31,3.036,2005,1
2005-02-28,3.195,2005,2
2005-03-31,3.454,2005,3
2005-04-30,2.792,2005,4
2005-05-31,2.838,2005,5
2005-06-30,2.878,2005,6
2005-07-31,2.502,2005,7
2005-08-31,2.560,2005,8
2005-09-30,3.455,2005,9
2005-10-31,3.065,2005,10
2005-11-30,3.817,2005,11
2005-12-31,3.194,2005,12
2006-01-31,2.693,2006,1
2006-02-28,3.673,2006,2
2006-03-31,3.402,2006,3
2006-04-30,3.209,2006,4
2006-05-31,2.983,2006,5
2006-06-30,3.047,2006,6
2006-07-31,2.495,2006,7
2006-08-31,3.060,2006,8
2006-09-30,2.730,2006,9
2006-10-31,3.485,2006,10
2006-11-30,4.113,2006,11
2006-12-31,4.357,2006,12
2007-01-31,3.339,2007,1
2007-02-28,2.653,2007,2
2007-03-31,4.422,2007,3
2007-04-30,2.958,2007,4
2007-05-31,2.894,2007,5
2007-06-30,2.954,2007,6
2007-07-31,2.406,2007,7
2007-08-31,2.432,2007,8
2007-09-30,2.945,2007,9
2007-10-31,3.336,2007,10
2007-11-30,3.876,2007,11
2007-12-31,4.300,2007,12
2008-01-31,3.086,2008,1
2008-02-29,3.794,2008,2
2008-03-31,3.211,2008,3
2008-04-30,3.081,2008,4
2008-05-31,3.337,2008,5
2008-06-30,2.978,2008,6
2008-07-31,2.650,2008,7
2008-08-31,2.342,2008,8
2008-09-30,2.997,2008,9
2008-10-31,3.295,2008,10
2008-11-30,3.437,2008,11
2008-12-31,3.210,2008,12
2009-01-31,3.591,2009,1
2009-02-28,3.038,2009,2
2009-03-31,3.725,2009,3
2009-04-30,2.731,2009,4
2009-05-31,2.920,2009,5
2009-06-30,2.886,2009,6
2009-07-31,2.831,2009,7
2009-08-31,2.598,2009,8
2009-09-30,3.152,2009,9
2009-10-31,3.315,2009,10
2009-11-30,3.919,2009,11
2009-12-31,3.019,2009,12
2010-01-31,3.103,2010,1
2010-02-28,3.552,2010,2
2010-03-31,3.640,2010,3
2010-04-30,3.446,2010,4
2010-05-31,2.997,2010,5
2010-06-30,2.730,2010,6
2010-07-31,2.626,2010,7
2010-08-31,2.515,2010,8
2010-09-30,3.044,2010,9
2010-10-31,3.203,2010,10
2010-11-30,4.435,2010,11
2010-12-31,3.621,2010,12
2011-01-31,3.506,2011,1
2011-02-28,4.316,2011,2
2011-03-31,2.964,2011,3
2011-04-30,3.064,2011,4
2011-05-31,3.339,2011,5
2011-06-30,3.007,2011,6
2011-07-31,2.743,2011,7
2011-08-31,2.971,2011,8
2011-09-30,3.200,2011,9
2011-10-31,3.089,2011,10
2011-11-30,4.642,2011,11
2011-12-31,4.238,2011,12
2012-01-31,3.380,2012,1
2012-02-29,3.944,2012,2
2012-03-31,2.673,2012,3
2012-04-30,2.339,2012,4
2012-05-31,3.002,2012,5
2012-06-30,2.658,2012,6
2012-07-31,2.638,2012,7
2012-08-31,2.940,2012,8
2012-09-30,4.628,2012,9
2012-10-31,3.496,2012,10
2012-11-30,3.515,2012,11
2012-12-31,4.260,2012,12
2013-01-31,3.681,2013,1
2013-02-28,3.712,2013,2
2013-03-31,3.338,2013,3
2013-04-30,3.482,2013,4
2013-05-31,2.878,2013,5
2013-06-30,2.894,2013,6
2013-07-31,2.721,2013,7
2013-08-31,3.195,2013,8
2013-09-30,3.956,2013,9
2013-10-31,3.639,2013,10
2013-11-30,3.656,2013,11
2013-12-31,3.026,2013,12
2014-01-31,3.665,2014,1
2014-02-28,3.388,2014,2
2014-03-31,2.854,2014,3
2014-04-30,2.575,2014,4
2014-05-31,3.420,2014,5
2014-06-30,3.150,2014,6
2014-07-31,2.894,2014,7
2014-08-31,2.821,2014,8
2014-09-30,3.198,2014,9
2014-10-31,2.894,2014,10
2014-11-30,3.105,2014,11
2014-12-31,3.396,2014,12
2015-01-31,3.006,2015,1
2015-02-28,3.403,2015,2
2015-03-31,3.695,2015,3
2015-04-30,3.475,2015,4
2015-05-31,2.855,2015,5
2015-06-30,3.076,2015,6
2015-07-31,2.653,2015,7
2015-08-31,3.585,2015,8
2015-09-30,3.430,2015,9
2015-10-31,2.985,2015,10
2015-11-30,3.635,2015,11
2015-12-31,3.538,2015,12
2016-01-31,3.720,2016,1
2016-02-29,3.871,2016,2
2016-03-31,2.760,2016,3
2016-04-30,2.817,2016,4
2016-05-31,3.066,2016,5
2016-06-30,3.170,2016,6
2016-07-31,2.826,2016,7
2016-08-31,2.959,2016,8
2016-09-30,3.223,2016,9
2016-10-31,2.893,2016,10
2016-11-30,3.484,2016,11
2016-12-31,3.521,2016,12
2017-01-31,3.275,2017,1
2017-02-28,2.918,2017,2
2017-03-31,4.918,2017,3
2017-04-30,2.514,2017,4
2017-05-31,3.312,2017,5
2017-06-30,2.751,2017,6
2017-07-31,2.675,2017,7
2017-08-31,2.992,2017,8
2017-09-30,3.298,2017,9
2017-10-31,3.645,2017,10
2017-11-30,3.733,2017,11
2017-12-31,3.666,2017,12
2018-01-31,3.927,2018,1
2018-02-28,2.664,2018,2
2018-03-31,3.050,2018,3
2018-04-30,3.156,2018,4
2018-05-31,3.122,2018,5
2018-06-30,2.911,2018,6
2018-07-31,2.870,2018,7
2018-08-31,3.452,2018,8
2018-09-30,2.782,2018,9
2018-10-31,3.680,2018,10
2018-11-30,3.242,2018,11
2018-12-31,3.586,2018,12
2019-01-31,3.445,2019,1
2019-02-28,2.704,2019,2
2019-03-31,2.837,2019,3
2019-04-30,2.978,2019,4
2019-05-31,2.907,2019,5
2019-06-30,2.577,2019,6
2019-07-31,2.639,2019,7
2019-08-31,3.028,2019,8
2019-09-30,2.900,2019,9
2019-10-31,3.751,2019,10
2019-11-30,3.241,2019,11
2019-12-31,4.027,2019,12
2020-01-31,3.195,2020,1
2020-02-29,3.736,2020,2
2020-03-31,3.295,2020,3
2020-04-30,2.662,2020,4
2020-05-31,3.042,2020,5
2020-06-30,3.012,2020,6
2020-07-31,2.551,2020,7
2020-08-31,2.819,2020,8
2020-09-30,3.220,2020,9
2020-10-31,3.003,2020,10
2020-11-30,3.964,2020,11
2020-12-31,3.573,2020,12
